Time,Open,High,Low,Close,Volume,
2018-11-22 19:00:00, 4434, 4434, 4389.81, 4398.2, 339.17323293,
2018-11-22 20:00:00, 4398.21, 4423.89, 4393.45, 4417.82, 256.61849002,
2018-11-22 21:00:00, 4417.55, 4481.02, 4416.98, 4427.3, 449.01928804,
2018-11-22 22:00:00, 4427.3, 4444, 4381.79, 4411.2, 553.72011571,
2018-11-22 23:00:00, 4411.2, 4412.03, 4238.69, 4265.36, 2459.0431854,
2018-11-23 00:00:00, 4268.18, 4320, 4263.49, 4290, 623.5197252,
2018-11-23 01:00:00, 4290, 4296.23, 4132.01, 4188.01, 3809.18674985,
2018-11-23 02:00:00, 4188.01, 4213.5, 4132, 4187.09, 1233.37543333,
2018-11-23 03:00:00, 4187.09, 4281.08, 4182.44, 4215.34, 1053.66978752,
2018-11-23 04:00:00, 4215.34, 4227.29, 4162.79, 4186.06, 679.0649526,
2018-11-23 05:00:00, 4186.06, 4240.47, 4085.73, 4220, 3275.34090731,
2018-11-23 06:00:00, 4220, 4260, 4203.42, 4256.64, 617.47915288,
2018-11-23 07:00:00, 4257.03, 4294.4, 4228.06, 4228.07, 390.44706071,
2018-11-23 08:00:00, 4228.07, 4285.96, 4227.07, 4282.88, 218.69993704,
2018-11-23 09:00:00, 4282.88, 4366.05, 4282.87, 4305.91, 731.92673725,
2018-11-23 10:00:00, 4309.98, 4338.73, 4287.33, 4291.64, 253.53921205,
2018-11-23 11:00:00, 4292.11, 4308.47, 4265, 4292.11, 378.12215956,
2018-11-23 12:00:00, 4292.1, 4308, 4238.13, 4250.13, 288.22783529,
2018-11-23 13:00:00, 4250.14, 4283.83, 4233.13, 4259.15, 370.54595851,
2018-11-23 14:00:00, 4259.15, 4300, 4251.82, 4285.94, 370.25665557,
2018-11-23 15:00:00, 4285.59, 4303.04, 4259.17, 4274.55, 305.58515891,
2018-11-23 16:00:00, 4275.27, 4275.38, 4189, 4228.33, 747.55753401,
2018-11-23 17:00:00, 4228.33, 4234.64, 4172.8, 4215.85, 885.72308318,
2018-11-23 18:00:00, 4215.84, 4244, 4203.45, 4225.01, 443.85300274,
2018-11-23 19:00:00, 4225, 4278.02, 4212.3, 4234.35, 726.68302011,
2018-11-23 20:00:00, 4234.36, 4241.03, 4208.1, 4215, 569.08972258,
2018-11-23 21:00:00, 4215, 4275, 4214.99, 4256.13, 632.52896757,
2018-11-23 22:00:00, 4256.13, 4335.79, 4237.4, 4324.13, 537.11946664,
2018-11-23 23:00:00, 4324.13, 4324.13, 4278.35, 4283.8, 448.3987154,
2018-11-24 00:00:00, 4283.8, 4370.78, 4283.79, 4345.73, 1068.54791417,
2018-11-24 01:00:00, 4347.11, 4349.32, 4315.02, 4340.27, 346.3702148,
2018-11-24 02:00:00, 4340.25, 4349.99, 4294.83, 4299.56, 392.42894535,
2018-11-24 03:00:00, 4296.82, 4315.86, 4294.32, 4300.29, 237.13072845,
2018-11-24 04:00:00, 4299.74, 4322.57, 4297.68, 4301.01, 234.71090279,
2018-11-24 05:00:00, 4301, 4301.01, 4256.92, 4275.12, 365.54469289,
2018-11-24 06:00:00, 4275.12, 4283.46, 4260.53, 4275.84, 183.95194831,
2018-11-24 07:00:00, 4275.85, 4276.67, 4239, 4267.03, 426.57299114,
2018-11-24 08:00:00, 4267.03, 4295, 4267.03, 4295, 203.46067992,
