Time,Open,High,Low,Close,Volume
2018-11-18 00:00:00,5503.34,5515.0,5503.34,5510.73,39.42753706
2018-11-18 00:15:00,5510.73,5515.0,5510.73,5513.89,18.92678574
2018-11-18 00:30:00,5513.89,5518.0,5513.88,5516.89,31.6826314
2018-11-18 00:45:00,5516.89,5524.98,5516.88,5521.9,53.41508235
2018-11-18 01:00:00,5522.73,5523.0,5514.39,5516.85,61.38756986
2018-11-18 01:15:00,5516.85,5519.15,5509.36,5512.55,28.4953589
2018-11-18 01:30:00,5512.55,5512.55,5506.95,5510.8,18.61342613
2018-11-18 01:45:00,5510.79,5510.8,5507.11,5509.73,41.49538201
2018-11-18 02:00:00,5510.32,5539.87,5507.55,5529.32,94.18767902
2018-11-18 02:15:00,5528.37,5541.57,5523.95,5536.64,93.70155739
2018-11-18 02:30:00,5536.65,5545.0,5528.74,5530.01,53.65322453
2018-11-18 02:45:00,5530.01,5532.3,5530.0,5530.01,59.88162117
2018-11-18 03:00:00,5530.01,5541.57,5530.0,5541.57,73.888937
2018-11-18 03:15:00,5541.56,5554.87,5541.56,5544.3,58.499786
2018-11-18 03:30:00,5544.3,5547.48,5539.25,5547.48,97.95739821
2018-11-18 03:45:00,5547.47,5550.0,5543.9,5546.76,36.59983923
2018-11-18 04:00:00,5546.76,5550.0,5543.67,5543.67,202.25613332
2018-11-18 04:15:00,5543.68,5545.31,5532.58,5534.0,34.13360288
2018-11-18 04:30:00,5533.99,5539.33,5533.99,5536.91,15.44006888
2018-11-18 04:45:00,5536.91,5537.17,5525.0,5535.0,53.67337082
2018-11-18 05:00:00,5534.07,5535.0,5528.07,5531.92,30.98919851
2018-11-18 05:15:00,5531.31,5539.24,5531.31,5537.87,45.36013833
2018-11-18 05:30:00,5537.86,5547.24,5536.58,5547.24,24.26003074
2018-11-18 05:45:00,5547.23,5548.76,5539.69,5539.7,31.28725706
2018-11-18 06:00:00,5539.7,5544.76,5538.42,5544.33,28.73618026
2018-11-18 06:15:00,5544.33,5550.56,5544.33,5549.26,35.28382106
2018-11-18 06:30:00,5549.26,5550.56,5545.59,5547.08,28.03376275
2018-11-18 06:45:00,5547.08,5547.09,5544.32,5545.62,16.47313689
2018-11-18 07:00:00,5545.62,5549.13,5545.61,5547.5,16.32187814
2018-11-18 07:15:00,5547.51,5548.7,5544.11,5548.46,20.80732461
2018-11-18 07:30:00,5548.46,5548.46,5544.92,5544.93,23.410982
2018-11-18 07:45:00,5544.93,5545.86,5530.0,5530.01,101.36843904
2018-11-18 08:00:00,5530.0,5533.02,5518.34,5530.91,58.55252414
2018-11-18 08:15:00,5530.9,5530.9,5528.05,5528.06,12.81896626
2018-11-18 08:30:00,5528.06,5530.0,5525.03,5526.86,12.08161811
2018-11-18 08:45:00,5526.85,5530.0,5525.44,5529.54,75.94080768
2018-11-18 09:00:00,5529.55,5533.43,5525.0,5531.62,56.39664413
2018-11-18 09:15:00,5531.62,5533.06,5525.8,5527.53,9.52991246
2018-11-18 09:30:00,5527.53,5529.13,5524.09,5524.1,11.61487415
2018-11-18 09:45:00,5524.1,5528.84,5524.0,5526.13,12.46562606
2018-11-18 10:00:00,5526.13,5527.54,5519.39,5519.4,41.65779804
2018-11-18 10:15:00,5519.4,5523.63,5518.44,5523.63,11.92682151
2018-11-18 10:30:00,5523.63,5523.63,5517.7,5517.71,11.53081659
2018-11-18 10:45:00,5517.71,5517.71,5511.58,5511.59,19.88797624
2018-11-18 11:00:00,5511.58,5517.0,5510.01,5514.08,14.55545588
2018-11-18 11:15:00,5514.08,5514.1,5510.43,5512.98,16.42658873
2018-11-18 11:30:00,5512.98,5519.65,5512.97,5518.02,13.16822193
2018-11-18 11:45:00,5518.24,5519.65,5518.0,5518.17,8.17646147
2018-11-18 12:00:00,5516.6,5518.99,5514.78,5518.98,16.81042764
2018-11-18 12:15:00,5518.99,5530.09,5518.98,5530.09,82.63347785
2018-11-18 12:30:00,5530.09,5532.02,5526.82,5527.09,23.33942419
2018-11-18 12:45:00,5529.12,5530.5,5526.79,5529.07,14.00068659
2018-11-18 13:00:00,5529.07,5530.5,5523.99,5527.11,35.58139347
2018-11-18 13:15:00,5527.11,5528.0,5524.42,5526.95,15.80913021
2018-11-18 13:30:00,5526.95,5529.95,5524.48,5527.96,32.21152733
2018-11-18 13:45:00,5528.01,5528.74,5516.24,5516.25,82.28684336
2018-11-18 14:00:00,5516.25,5522.2,5515.0,5522.2,77.08778921
2018-11-18 14:15:00,5522.19,5529.58,5522.19,5529.58,14.45851907
2018-11-18 14:30:00,5529.58,5530.0,5529.57,5529.57,25.63890176
2018-11-18 14:45:00,5529.58,5532.0,5520.8,5530.24,38.31850232
2018-11-18 15:00:00,5530.26,5531.99,5523.77,5523.78,25.81938866
2018-11-18 15:15:00,5523.78,5533.11,5523.77,5530.8,24.71394715
2018-11-18 15:30:00,5530.81,5535.21,5528.41,5534.48,40.4766303
2018-11-18 15:45:00,5534.48,5536.37,5531.37,5533.56,34.91072956
2018-11-18 16:00:00,5533.56,5534.18,5531.02,5533.55,33.92555048
2018-11-18 16:15:00,5533.55,5546.24,5533.54,5543.1,75.16835407
2018-11-18 16:30:00,5543.11,5546.0,5540.23,5540.97,44.9003024
2018-11-18 16:45:00,5540.96,5542.66,5539.67,5540.99,35.0636422
2018-11-18 17:00:00,5540.98,5540.99,5535.56,5538.47,41.98465013
2018-11-18 17:15:00,5538.47,5541.98,5535.35,5540.11,44.0316979
2018-11-18 17:30:00,5540.01,5540.01,5538.63,5538.63,37.13398863
2018-11-18 17:45:00,5538.63,5538.64,5538.63,5538.64,36.69747593
2018-11-18 18:00:00,5538.64,5538.64,5532.6,5533.97,62.65846001
2018-11-18 18:15:00,5533.98,5534.0,5530.0,5534.0,28.37511914
2018-11-18 18:30:00,5534.0,5549.0,5533.97,5549.0,37.85262355
2018-11-18 18:45:00,5549.0,5570.85,5542.32,5568.63,103.63683245
2018-11-18 19:00:00,5567.65,5665.0,5567.65,5588.0,668.02209698
2018-11-18 19:15:00,5588.0,5588.0,5560.84,5580.0,126.63003084
2018-11-18 19:30:00,5580.01,5580.01,5560.84,5563.99,60.11340282
2018-11-18 19:45:00,5564.0,5570.0,5563.99,5569.33,34.85842982
2018-11-18 20:00:00,5569.32,5569.33,5535.0,5542.86,96.72037523
2018-11-18 20:15:00,5542.85,5542.86,5539.99,5540.0,27.52363499
2018-11-18 20:30:00,5540.0,5549.98,5539.99,5549.81,23.62311748
2018-11-18 20:45:00,5549.81,5549.98,5534.0,5534.01,37.97262497
2018-11-18 21:00:00,5534.0,5534.01,5523.57,5525.43,69.12848851
2018-11-18 21:15:00,5525.43,5534.99,5525.42,5534.0,36.58436506
2018-11-18 21:30:00,5534.0,5539.0,5534.0,5539.0,29.34410027
2018-11-18 21:45:00,5539.0,5547.0,5538.99,5544.71,32.45262922
2018-11-18 22:00:00,5544.71,5545.74,5540.0,5542.74,38.99862867
2018-11-18 22:15:00,5542.74,5542.74,5532.46,5537.12,44.42265135
2018-11-18 22:30:00,5536.83,5539.99,5529.0,5529.01,29.97412475
2018-11-18 22:45:00,5529.01,5547.0,5529.0,5544.04,35.01609651
2018-11-18 23:00:00,5544.04,5557.4,5541.54,5556.19,56.8500284
2018-11-18 23:15:00,5556.19,5557.95,5552.62,5554.01,56.87772607
2018-11-18 23:30:00,5554.01,5554.91,5544.59,5553.24,48.80257073
2018-11-18 23:45:00,5553.24,5560.0,5552.0,5560.0,48.71312012
2018-11-19 00:00:00,5560.0,5560.0,5544.5,5549.6,67.86861324
2018-11-19 00:15:00,5549.6,5549.6,5539.39,5539.39,59.98187848
2018-11-19 00:30:00,5539.39,5550.94,5539.38,5548.69,32.85642666
2018-11-19 00:45:00,5548.87,5550.0,5541.27,5544.01,62.29428886
2018-11-19 01:00:00,5544.01,5544.01,5457.34,5490.01,572.47440667
2018-11-19 01:15:00,5490.01,5519.0,5490.0,5514.22,66.79211272
2018-11-19 01:30:00,5514.21,5523.09,5505.66,5523.09,52.82655891
2018-11-19 01:45:00,5523.08,5527.39,5510.95,5510.96,58.05485392
2018-11-19 02:00:00,5510.96,5515.0,5500.89,5500.89,75.93478693
2018-11-19 02:15:00,5500.89,5507.52,5465.79,5503.95,85.2836295
2018-11-19 02:30:00,5504.87,5517.4,5494.88,5508.09,52.55005171
2018-11-19 02:45:00,5508.1,5512.5,5492.33,5492.33,43.61230281
2018-11-19 03:00:00,5492.33,5510.0,5489.48,5510.0,48.03458512
2018-11-19 03:15:00,5510.0,5513.3,5506.33,5510.01,46.60422162
