Unix,Date,Symbol,Open,High,Low,Close,Volume ALGO,Volume USDT,tradecount
1695945600000,2023-09-29,ALGOUSDT,0.0975,0.1025,0.097,0.1015,40021043.0,4012185.804,18783
1695859200000,2023-09-28,ALGOUSDT,0.0958,0.0984,0.0954,0.0975,28920931.0,2801545.1231,14921
1695772800000,2023-09-27,ALGOUSDT,0.0955,0.0971,0.0937,0.0957,34123186.0,3253617.93,16931
1695686400000,2023-09-26,ALGOUSDT,0.0976,0.0991,0.0941,0.0955,34976758.0,3406022.5976,16557
1695600000000,2023-09-25,ALGOUSDT,0.1011,0.102,0.0972,0.0977,43136732.0,4295602.6179,19269
1695513600000,2023-09-24,ALGOUSDT,0.1006,0.103,0.0999,0.1012,31853803.0,3235416.0269,14795
1695427200000,2023-09-23,ALGOUSDT,0.1019,0.1031,0.0995,0.1006,34205500.0,3453911.2214,16938
1695340800000,2023-09-22,ALGOUSDT,0.0974,0.1026,0.096,0.102,58123599.0,5788663.3192,26126
1695254400000,2023-09-21,ALGOUSDT,0.1003,0.1039,0.0967,0.0973,85679687.0,8575150.1143,40176
1695168000000,2023-09-20,ALGOUSDT,0.0971,0.1004,0.0937,0.1003,71390006.0,6918342.0016,35269
1695081600000,2023-09-19,ALGOUSDT,0.0963,0.098,0.0953,0.0972,28764310.0,2782416.283,18789
1694995200000,2023-09-18,ALGOUSDT,0.0949,0.0985,0.0939,0.0964,33492505.0,3235399.4257,21574
1694908800000,2023-09-17,ALGOUSDT,0.0975,0.0976,0.0935,0.095,24734387.0,2368244.0693,16919
1694822400000,2023-09-16,ALGOUSDT,0.0964,0.0981,0.0952,0.0976,28564110.0,2764101.0441,16663
1694736000000,2023-09-15,ALGOUSDT,0.0934,0.097,0.093,0.0964,33216401.0,3137619.0719,18108
1694649600000,2023-09-14,ALGOUSDT,0.0909,0.094,0.0905,0.0934,34708620.0,3205804.8676,18657
1694563200000,2023-09-13,ALGOUSDT,0.0895,0.092,0.0889,0.0909,32309277.0,2926880.5199,19201
1694476800000,2023-09-12,ALGOUSDT,0.0886,0.0927,0.0883,0.0895,28427092.0,2567490.7937,19466
1694390400000,2023-09-11,ALGOUSDT,0.0921,0.0924,0.0873,0.0887,44477183.0,3985761.3213,25149
1694304000000,2023-09-10,ALGOUSDT,0.0941,0.0942,0.0887,0.0921,57006314.0,5217700.7241,31488
1694217600000,2023-09-09,ALGOUSDT,0.0963,0.0968,0.0939,0.0941,18358067.0,1749986.4936,12765
1694131200000,2023-09-08,ALGOUSDT,0.0979,0.0986,0.0943,0.0963,33068026.0,3185530.1021,18879
1694044800000,2023-09-07,ALGOUSDT,0.0941,0.0981,0.0935,0.0979,50387413.0,4807738.3907,22105
1693958400000,2023-09-06,ALGOUSDT,0.0942,0.0949,0.091,0.0942,30687477.0,2865967.369,18496
1693872000000,2023-09-05,ALGOUSDT,0.094,0.0944,0.0929,0.0942,24326188.0,2278939.7436,13850
1693785600000,2023-09-04,ALGOUSDT,0.0945,0.0964,0.0924,0.094,25307804.0,2380195.5344,16441
1693699200000,2023-09-03,ALGOUSDT,0.0943,0.095,0.0929,0.0945,21435817.0,2018758.9393,13024
1693612800000,2023-09-02,ALGOUSDT,0.092,0.0945,0.0916,0.0944,19085260.0,1768121.4351,12590
1693526400000,2023-09-01,ALGOUSDT,0.0932,0.0952,0.0901,0.0921,92707491.0,8672093.0792,28546
1693440000000,2023-08-31,ALGOUSDT,0.0969,0.0969,0.0908,0.0931,73145848.0,6950483.1375,30143
1693353600000,2023-08-30,ALGOUSDT,0.1006,0.1008,0.0958,0.0969,32941660.0,3220353.8221,18380
1693267200000,2023-08-29,ALGOUSDT,0.0972,0.102,0.0949,0.1006,47281902.0,4680837.0264,29252
1693180800000,2023-08-28,ALGOUSDT,0.0952,0.0978,0.0924,0.0973,29065684.0,2757465.2194,18443
1693094400000,2023-08-27,ALGOUSDT,0.0954,0.0961,0.0945,0.0953,21342738.0,2030080.5352,12620
1693008000000,2023-08-26,ALGOUSDT,0.0969,0.097,0.0952,0.0954,18054687.0,1731729.4279,10613
1692921600000,2023-08-25,ALGOUSDT,0.0975,0.0978,0.0952,0.0968,31527328.0,3046878.3779,17693
1692835200000,2023-08-24,ALGOUSDT,0.0987,0.099,0.0951,0.0975,26925064.0,2617023.8981,15493
1692748800000,2023-08-23,ALGOUSDT,0.0973,0.0999,0.096,0.0987,34681493.0,3400967.2732,18860
1692662400000,2023-08-22,ALGOUSDT,0.0964,0.0973,0.0923,0.0973,38492033.0,3679067.8676,20496
1692576000000,2023-08-21,ALGOUSDT,0.0972,0.0973,0.0931,0.0963,31123302.0,2967485.3316,15255
1692489600000,2023-08-20,ALGOUSDT,0.0967,0.0977,0.0959,0.0972,23175647.0,2244352.9868,10718
1692403200000,2023-08-19,ALGOUSDT,0.0953,0.0982,0.0947,0.0967,36443124.0,3499940.9298,14939
1692316800000,2023-08-18,ALGOUSDT,0.0931,0.0971,0.0923,0.0954,68943525.0,6545177.3274,28431
1692230400000,2023-08-17,ALGOUSDT,0.1027,0.1042,0.082,0.093,113161910.0,10903763.2228,52597
1692144000000,2023-08-16,ALGOUSDT,0.1084,0.1085,0.0994,0.1028,89289428.0,9317313.1519,32424
1692057600000,2023-08-15,ALGOUSDT,0.115,0.1152,0.1049,0.1083,70324330.0,7773992.1489,30892
1691971200000,2023-08-14,ALGOUSDT,0.1168,0.1188,0.1144,0.115,44704423.0,5205871.8474,21217
1691884800000,2023-08-13,ALGOUSDT,0.1158,0.1178,0.1131,0.1169,53282482.0,6150081.3615,21635
1691798400000,2023-08-12,ALGOUSDT,0.1122,0.1161,0.1117,0.1157,31256414.0,3563871.0508,15436
1691712000000,2023-08-11,ALGOUSDT,0.1125,0.1137,0.1112,0.1123,22056353.0,2479745.1898,12348
1691625600000,2023-08-10,ALGOUSDT,0.113,0.1135,0.1112,0.1125,33926462.0,3806451.3403,16009
1691539200000,2023-08-09,ALGOUSDT,0.1132,0.1146,0.1113,0.113,47659376.0,5372774.5934,22978
1691452800000,2023-08-08,ALGOUSDT,0.112,0.1191,0.1117,0.1132,143427684.0,16536003.635,54400
1691366400000,2023-08-07,ALGOUSDT,0.1098,0.1125,0.1072,0.112,74093424.0,8166322.6291,34493
1691280000000,2023-08-06,ALGOUSDT,0.1066,0.1105,0.1062,0.1098,36944430.0,3995244.5371,18125
1691193600000,2023-08-05,ALGOUSDT,0.106,0.107,0.1046,0.1065,19663726.0,2078532.4174,11378
1691107200000,2023-08-04,ALGOUSDT,0.1063,0.1078,0.1045,0.106,23927582.0,2548832.0951,14587
1691020800000,2023-08-03,ALGOUSDT,0.1069,0.1082,0.1056,0.1063,29228914.0,3126718.2208,15296
1690934400000,2023-08-02,ALGOUSDT,0.111,0.1112,0.1056,0.1069,67242462.0,7316628.6152,25749
1690848000000,2023-08-01,ALGOUSDT,0.1098,0.1112,0.105,0.1109,76474403.0,8299186.4762,30991
1690761600000,2023-07-31,ALGOUSDT,0.1095,0.1111,0.108,0.1098,82051861.0,9021564.5035,30107
1690675200000,2023-07-30,ALGOUSDT,0.1114,0.1126,0.1074,0.1095,35807628.0,3951174.1646,19808
1690588800000,2023-07-29,ALGOUSDT,0.1104,0.1118,0.1096,0.1114,24946131.0,2768096.8553,14154
1690502400000,2023-07-28,ALGOUSDT,0.1099,0.1114,0.108,0.1105,53026557.0,5813348.7825,21505
1690416000000,2023-07-27,ALGOUSDT,0.1109,0.1128,0.1091,0.11,32334880.0,3588820.7164,19099
1690329600000,2023-07-26,ALGOUSDT,0.1099,0.1125,0.1079,0.1108,38654529.0,4251384.3381,24276
1690243200000,2023-07-25,ALGOUSDT,0.1098,0.1103,0.1084,0.11,29707197.0,3250759.6637,17185
1690156800000,2023-07-24,ALGOUSDT,0.1159,0.1162,0.1069,0.1098,59283279.0,6574477.8491,33415
1690070400000,2023-07-23,ALGOUSDT,0.1145,0.1175,0.1134,0.1158,33606635.0,3889136.3658,20219
1689984000000,2023-07-22,ALGOUSDT,0.1155,0.117,0.1132,0.1145,38489218.0,4456712.1049,22477
1689897600000,2023-07-21,ALGOUSDT,0.1151,0.1165,0.1132,0.1154,47795680.0,5486697.4306,25719
1689811200000,2023-07-20,ALGOUSDT,0.1138,0.1184,0.1125,0.1151,69535365.0,8018225.9194,35364
1689724800000,2023-07-19,ALGOUSDT,0.114,0.1162,0.1117,0.1138,69830802.0,7966802.7072,32373
1689638400000,2023-07-18,ALGOUSDT,0.1204,0.1206,0.1114,0.114,87146745.0,10055122.2041,44895
1689552000000,2023-07-17,ALGOUSDT,0.1156,0.1265,0.1144,0.1203,172708639.0,20811977.9064,84343
1689465600000,2023-07-16,ALGOUSDT,0.1137,0.1215,0.1112,0.1157,93139198.0,10954638.7378,49993
1689379200000,2023-07-15,ALGOUSDT,0.1134,0.1155,0.1114,0.1137,49811817.0,5650870.6693,24420
1689292800000,2023-07-14,ALGOUSDT,0.1219,0.1236,0.1097,0.1133,199485553.0,23413093.4702,89511
1689206400000,2023-07-13,ALGOUSDT,0.1058,0.1222,0.1027,0.1219,208602007.0,23561204.185,86069
1689120000000,2023-07-12,ALGOUSDT,0.1087,0.1111,0.1053,0.1058,55622216.0,6052968.5042,23782
1689033600000,2023-07-11,ALGOUSDT,0.11,0.1115,0.1056,0.1087,63719758.0,6907044.5132,33103
1688947200000,2023-07-10,ALGOUSDT,0.1105,0.1125,0.1071,0.11,48499249.0,5330675.5466,26685
1688860800000,2023-07-09,ALGOUSDT,0.1115,0.113,0.1101,0.1105,29895328.0,3338512.6383,14358
1688774400000,2023-07-08,ALGOUSDT,0.1124,0.1133,0.1095,0.1116,30596046.0,3419324.4884,17604
1688688000000,2023-07-07,ALGOUSDT,0.113,0.1146,0.1113,0.1123,41057745.0,4643538.8501,22851
1688601600000,2023-07-06,ALGOUSDT,0.1198,0.1229,0.1129,0.113,45290562.0,5366280.954,33265
1688515200000,2023-07-05,ALGOUSDT,0.1241,0.1253,0.1177,0.1198,43157705.0,5226424.3435,27453
1688428800000,2023-07-04,ALGOUSDT,0.1284,0.1285,0.1231,0.1241,41789946.0,5246082.4567,24079
1688342400000,2023-07-03,ALGOUSDT,0.1237,0.1305,0.1221,0.1283,72754360.0,9237260.3204,39336
1688256000000,2023-07-02,ALGOUSDT,0.1279,0.1281,0.1208,0.1236,63449221.0,7863501.1232,29057
1688169600000,2023-07-01,ALGOUSDT,0.1217,0.128,0.1191,0.128,57890947.0,7125244.1428,33184
1688083200000,2023-06-30,ALGOUSDT,0.1201,0.1247,0.1135,0.1217,65554502.0,7924780.0407,41209
1687996800000,2023-06-29,ALGOUSDT,0.1186,0.1241,0.1181,0.1201,39867758.0,4814973.7798,23121
1687910400000,2023-06-28,ALGOUSDT,0.1272,0.1273,0.1142,0.1186,64721977.0,7795040.1134,34206
1687824000000,2023-06-27,ALGOUSDT,0.1293,0.1304,0.1267,0.1272,49546797.0,6359863.2224,24363
1687737600000,2023-06-26,ALGOUSDT,0.1371,0.14,0.1283,0.1294,58105241.0,7774290.6819,40704
1687651200000,2023-06-25,ALGOUSDT,0.1329,0.141,0.1324,0.137,31657801.0,4367358.9246,23990
1687564800000,2023-06-24,ALGOUSDT,0.1352,0.1358,0.1307,0.1328,30507833.0,4077810.7927,21605
1687478400000,2023-06-23,ALGOUSDT,0.1249,0.139,0.1245,0.1351,37706286.0,4962245.861,31978
1687392000000,2023-06-22,ALGOUSDT,0.1258,0.129,0.1236,0.1248,37603097.0,4761954.3668,24556
1687305600000,2023-06-21,ALGOUSDT,0.1214,0.127,0.1211,0.1258,41814490.0,5173432.5252,24507
1687219200000,2023-06-20,ALGOUSDT,0.1166,0.122,0.1134,0.1214,24871528.0,2915635.1484,16552
1687132800000,2023-06-19,ALGOUSDT,0.115,0.1176,0.1136,0.1165,25084572.0,2909214.6569,16232
1687046400000,2023-06-18,ALGOUSDT,0.1185,0.1192,0.1142,0.115,24178383.0,2839019.9864,14907
1686960000000,2023-06-17,ALGOUSDT,0.116,0.123,0.1153,0.1184,34142624.0,4084787.5331,24655
1686873600000,2023-06-16,ALGOUSDT,0.1122,0.1178,0.1093,0.116,31240972.0,3532684.5877,21864
1686787200000,2023-06-15,ALGOUSDT,0.1129,0.1161,0.1076,0.1122,62207712.0,6913971.622,35951
1686700800000,2023-06-14,ALGOUSDT,0.113,0.1191,0.1104,0.1129,45841191.0,5266094.5142,27918
1686614400000,2023-06-13,ALGOUSDT,0.1127,0.117,0.1113,0.1129,34673276.0,3948896.0924,20251
1686528000000,2023-06-12,ALGOUSDT,0.1106,0.1134,0.1076,0.1127,37523395.0,4180762.8643,23949
1686441600000,2023-06-11,ALGOUSDT,0.1109,0.1131,0.107,0.1107,33560679.0,3686626.02,20493
1686355200000,2023-06-10,ALGOUSDT,0.1239,0.1239,0.0901,0.1109,140770626.0,15008907.79317,78637
1686268800000,2023-06-09,ALGOUSDT,0.1233,0.1263,0.1217,0.1238,34203529.0,4238611.3299,20858
1686182400000,2023-06-08,ALGOUSDT,0.125,0.1257,0.1209,0.1233,61459490.0,7548225.7492,35327
1686096000000,2023-06-07,ALGOUSDT,0.1373,0.1373,0.124,0.1249,50513360.0,6580997.1723,32493
1686009600000,2023-06-06,ALGOUSDT,0.1377,0.1385,0.1333,0.1373,48901894.0,6671403.6631,28995
1685923200000,2023-06-05,ALGOUSDT,0.1517,0.1521,0.131,0.1377,68092791.0,9578449.1864,44836
1685836800000,2023-06-04,ALGOUSDT,0.1507,0.1537,0.1498,0.1517,15954756.0,2425093.4942,14226
1685750400000,2023-06-03,ALGOUSDT,0.1516,0.1522,0.1499,0.1508,13158512.0,1990594.4017,10373
1685664000000,2023-06-02,ALGOUSDT,0.1482,0.1525,0.1467,0.1516,23110072.0,3479105.2452,17012
1685577600000,2023-06-01,ALGOUSDT,0.1478,0.1489,0.1446,0.1482,24153959.0,3547490.4931,20096
1685491200000,2023-05-31,ALGOUSDT,0.1514,0.1526,0.1454,0.1477,31548102.0,4667893.6456,23831
1685404800000,2023-05-30,ALGOUSDT,0.1515,0.1526,0.1488,0.1514,35345111.0,5341043.1181,26312
1685318400000,2023-05-29,ALGOUSDT,0.153,0.1544,0.1505,0.1515,28394015.0,4317647.5914,22578
1685232000000,2023-05-28,ALGOUSDT,0.1504,0.154,0.1501,0.1531,29452362.0,4464042.9164,20318
1685145600000,2023-05-27,ALGOUSDT,0.1498,0.1518,0.1487,0.1505,21337838.0,3205389.0164,14383
1685059200000,2023-05-26,ALGOUSDT,0.1502,0.1511,0.1471,0.1499,27863028.0,4156925.1448,19838
1684972800000,2023-05-25,ALGOUSDT,0.1544,0.155,0.1495,0.1502,46721334.0,7057878.2738,29886
1684886400000,2023-05-24,ALGOUSDT,0.1624,0.1626,0.1538,0.1543,39127999.0,6139205.1699,32874
1684800000000,2023-05-23,ALGOUSDT,0.1613,0.1649,0.1609,0.1623,17260260.0,2817949.4427,14605
1684713600000,2023-05-22,ALGOUSDT,0.1616,0.1625,0.1591,0.1612,17136842.0,2765124.1504,14364
1684627200000,2023-05-21,ALGOUSDT,0.1645,0.1648,0.1603,0.1616,15839336.0,2571049.3444,13757
1684540800000,2023-05-20,ALGOUSDT,0.1649,0.1656,0.1637,0.1645,16017111.0,2638792.5476,11727
1684454400000,2023-05-19,ALGOUSDT,0.1651,0.1675,0.1646,0.1648,22105921.0,3666138.049,17993
1684368000000,2023-05-18,ALGOUSDT,0.1723,0.1725,0.163,0.1651,33864507.0,5689744.0724,29502
1684281600000,2023-05-17,ALGOUSDT,0.1694,0.1739,0.1662,0.1722,38172578.0,6473416.3446,31424
1684195200000,2023-05-16,ALGOUSDT,0.1668,0.1709,0.1647,0.1693,28339164.0,4769015.3525,23163
1684108800000,2023-05-15,ALGOUSDT,0.163,0.1687,0.1608,0.1669,24295445.0,4029349.2623,21838
1684022400000,2023-05-14,ALGOUSDT,0.1622,0.1655,0.1607,0.1629,15771641.0,2573857.6136,16135
1683936000000,2023-05-13,ALGOUSDT,0.1646,0.1649,0.1611,0.1622,14667533.0,2390827.6491,14317
1683849600000,2023-05-12,ALGOUSDT,0.1624,0.1648,0.1573,0.1647,33119151.0,5318167.2477,32202
1683763200000,2023-05-11,ALGOUSDT,0.1687,0.169,0.1587,0.1623,30654626.0,5009505.2325,32214
1683676800000,2023-05-10,ALGOUSDT,0.1649,0.1708,0.1605,0.1688,39316591.0,6541888.9927,38204
1683590400000,2023-05-09,ALGOUSDT,0.1642,0.167,0.163,0.1649,21669172.0,3568927.7284,22201
1683504000000,2023-05-08,ALGOUSDT,0.1733,0.174,0.158,0.1641,51504111.0,8558692.8156,49896
1683417600000,2023-05-07,ALGOUSDT,0.1751,0.1756,0.173,0.1732,13931730.0,2431187.5678,15268
1683331200000,2023-05-06,ALGOUSDT,0.1812,0.183,0.172,0.1752,24088285.0,4255080.9028,24207
1683244800000,2023-05-05,ALGOUSDT,0.1769,0.1832,0.1768,0.1812,29724373.0,5363588.8423,27545
1683158400000,2023-05-04,ALGOUSDT,0.181,0.1813,0.1752,0.177,22703967.0,4046591.3029,22229
1683072000000,2023-05-03,ALGOUSDT,0.1788,0.1821,0.1743,0.181,23462981.0,4159090.8534,27308
1682985600000,2023-05-02,ALGOUSDT,0.1774,0.1795,0.1742,0.1788,17149618.0,3029867.9078,20728
1682899200000,2023-05-01,ALGOUSDT,0.1803,0.1815,0.1746,0.1774,23230157.0,4129882.3721,24872
1682812800000,2023-04-30,ALGOUSDT,0.1836,0.1848,0.1793,0.1801,18586561.0,3387731.7356,19384
1682726400000,2023-04-29,ALGOUSDT,0.1836,0.1858,0.1818,0.1836,18026367.0,3313957.3451,16460
1682640000000,2023-04-28,ALGOUSDT,0.184,0.1849,0.18,0.1836,20476690.0,3745883.9979,20096
1682553600000,2023-04-27,ALGOUSDT,0.181,0.1853,0.1796,0.184,30360821.0,5544751.9056,32724
1682467200000,2023-04-26,ALGOUSDT,0.1877,0.1931,0.1715,0.181,55200029.0,10212653.3925,53367
1682380800000,2023-04-25,ALGOUSDT,0.1853,0.189,0.1795,0.1877,37049004.0,6768860.9835,35049
1682294400000,2023-04-24,ALGOUSDT,0.1881,0.1903,0.1816,0.1853,23834132.0,4431632.654,31331
1682208000000,2023-04-23,ALGOUSDT,0.1898,0.19,0.1822,0.1881,24711836.0,4617404.1022,23863
1682121600000,2023-04-22,ALGOUSDT,0.1853,0.1905,0.1847,0.1898,26642828.0,5025633.199,22627
1682035200000,2023-04-21,ALGOUSDT,0.1904,0.1914,0.1814,0.1853,57044330.0,10732647.5825,44991
1681948800000,2023-04-20,ALGOUSDT,0.199,0.2003,0.188,0.1905,98157054.0,19095738.1008,66768
1681862400000,2023-04-19,ALGOUSDT,0.2223,0.2225,0.196,0.1991,83227086.0,17251305.5267,72259
1681776000000,2023-04-18,ALGOUSDT,0.221,0.226,0.2175,0.2223,62662963.0,13894075.8285,48036
1681689600000,2023-04-17,ALGOUSDT,0.2344,0.2353,0.2191,0.221,84428222.0,18892856.203,61373
1681603200000,2023-04-16,ALGOUSDT,0.2314,0.2352,0.2256,0.2345,33928545.0,7819058.254,31118
1681516800000,2023-04-15,ALGOUSDT,0.2272,0.2333,0.2235,0.2314,40173152.0,9175602.0768,33440
1681430400000,2023-04-14,ALGOUSDT,0.2212,0.2321,0.22,0.2273,64815365.0,14672651.9909,61075
1681344000000,2023-04-13,ALGOUSDT,0.2151,0.2228,0.213,0.2212,38220834.0,8342259.0542,32162
1681257600000,2023-04-12,ALGOUSDT,0.2199,0.2206,0.2113,0.215,35122839.0,7543445.3633,35180
1681171200000,2023-04-11,ALGOUSDT,0.221,0.2237,0.2181,0.22,32229933.0,7121396.2909,33292
1681084800000,2023-04-10,ALGOUSDT,0.2164,0.2215,0.2124,0.221,25447827.0,5511930.4078,27222
1680998400000,2023-04-09,ALGOUSDT,0.216,0.2184,0.213,0.2164,19352638.0,4168309.9004,22204
1680912000000,2023-04-08,ALGOUSDT,0.219,0.2212,0.214,0.216,22774179.0,4965343.3823,25352
1680825600000,2023-04-07,ALGOUSDT,0.2179,0.2199,0.2128,0.2189,22212399.0,4807044.7994,22764
1680739200000,2023-04-06,ALGOUSDT,0.2228,0.2233,0.2154,0.218,28211465.0,6174602.328,25934
1680652800000,2023-04-05,ALGOUSDT,0.2179,0.224,0.215,0.2229,39486288.0,8705381.6559,35385
1680566400000,2023-04-04,ALGOUSDT,0.2144,0.2211,0.2117,0.2178,29809110.0,6449417.8244,30697
1680480000000,2023-04-03,ALGOUSDT,0.214,0.2194,0.2068,0.2143,41640819.0,8922491.0739,46048
1680393600000,2023-04-02,ALGOUSDT,0.2232,0.2247,0.2111,0.2139,29510266.0,6423040.4344,30855
1680307200000,2023-04-01,ALGOUSDT,0.2259,0.2281,0.219,0.2231,26344422.0,5875905.6229,28635
1680220800000,2023-03-31,ALGOUSDT,0.2247,0.2282,0.2179,0.226,47045520.0,10492101.8018,43794
1680134400000,2023-03-30,ALGOUSDT,0.2353,0.24,0.221,0.2247,81372444.0,18595060.3662,82673
1680048000000,2023-03-29,ALGOUSDT,0.2018,0.2389,0.2018,0.2353,179837620.0,40830677.1014,170579
1679961600000,2023-03-28,ALGOUSDT,0.1999,0.2044,0.1969,0.2018,35364052.0,7076557.8209,30420
1679875200000,2023-03-27,ALGOUSDT,0.2105,0.211,0.1957,0.2,35281059.0,7129339.9396,31786
1679788800000,2023-03-26,ALGOUSDT,0.2063,0.2118,0.2051,0.2105,16155048.0,3376617.8638,18336
1679702400000,2023-03-25,ALGOUSDT,0.2089,0.2114,0.2022,0.2063,24886681.0,5166288.6322,24814
1679616000000,2023-03-24,ALGOUSDT,0.2194,0.2204,0.206,0.2088,38202253.0,8095752.4287,36407
1679529600000,2023-03-23,ALGOUSDT,0.2134,0.2231,0.2108,0.2194,49216764.0,10658506.7697,42846
1679443200000,2023-03-22,ALGOUSDT,0.223,0.2411,0.2083,0.2134,137762151.0,31314380.8551,129792
1679356800000,2023-03-21,ALGOUSDT,0.2095,0.226,0.2043,0.223,50454684.0,10873223.3361,49238
1679270400000,2023-03-20,ALGOUSDT,0.2198,0.2245,0.2071,0.2094,54008478.0,11641266.5411,51535
1679184000000,2023-03-19,ALGOUSDT,0.2145,0.2245,0.2144,0.2197,36710760.0,8089732.7201,36691
1679097600000,2023-03-18,ALGOUSDT,0.2264,0.2297,0.2136,0.2145,49336150.0,11007546.2129,47893
1679011200000,2023-03-17,ALGOUSDT,0.2084,0.2274,0.2061,0.2264,40428562.0,8730991.737,41585
1678924800000,2023-03-16,ALGOUSDT,0.2038,0.2101,0.2007,0.2084,31062539.0,6411181.4587,32553
1678838400000,2023-03-15,ALGOUSDT,0.2221,0.2257,0.1983,0.2039,61282863.0,12989649.7626,58855
1678752000000,2023-03-14,ALGOUSDT,0.2122,0.2295,0.2051,0.2222,75327396.0,16365813.0992,69359
1678665600000,2023-03-13,ALGOUSDT,0.2012,0.216,0.1938,0.2122,78370278.0,16027254.4129,63998
1678579200000,2023-03-12,ALGOUSDT,0.1872,0.2024,0.1813,0.2011,52323007.0,10039869.0976,41837
1678492800000,2023-03-11,ALGOUSDT,0.1883,0.1938,0.1785,0.1872,57566791.0,10655352.9851,43131
1678406400000,2023-03-10,ALGOUSDT,0.1933,0.195,0.1845,0.1883,77288236.0,14661818.3998,56679
1678320000000,2023-03-09,ALGOUSDT,0.2016,0.2073,0.1868,0.1934,50357508.0,9938473.7763,38041
1678233600000,2023-03-08,ALGOUSDT,0.2172,0.218,0.1983,0.2017,35448454.0,7357052.1836,30687
1678147200000,2023-03-07,ALGOUSDT,0.2251,0.2279,0.2125,0.2172,34738482.0,7600064.719,33111
1678060800000,2023-03-06,ALGOUSDT,0.2257,0.2308,0.2189,0.2251,31304492.0,7032983.8194,29097
1677974400000,2023-03-05,ALGOUSDT,0.2245,0.2309,0.2227,0.2257,18073948.0,4124148.2368,16990
1677888000000,2023-03-04,ALGOUSDT,0.2331,0.2338,0.2206,0.2245,16648258.0,3772245.0295,15934
1677801600000,2023-03-03,ALGOUSDT,0.2419,0.2421,0.2214,0.2331,41088016.0,9452150.0676,40113
1677715200000,2023-03-02,ALGOUSDT,0.2507,0.2517,0.2394,0.242,25119896.0,6099063.0132,24375
1677628800000,2023-03-01,ALGOUSDT,0.2445,0.2541,0.2426,0.2507,22821165.0,5712741.9798,23405
1677542400000,2023-02-28,ALGOUSDT,0.2548,0.2556,0.242,0.2444,25163304.0,6254579.4371,26623
1677456000000,2023-02-27,ALGOUSDT,0.2551,0.2614,0.2496,0.2548,23345571.0,5935792.8499,27809
1677369600000,2023-02-26,ALGOUSDT,0.2504,0.2558,0.2481,0.2553,18313443.0,4614435.6896,18328
1677283200000,2023-02-25,ALGOUSDT,0.2565,0.2576,0.2439,0.2505,24855653.0,6217134.2471,28056
1677196800000,2023-02-24,ALGOUSDT,0.2684,0.2698,0.2506,0.2566,36989934.0,9633547.6799,42435
1677110400000,2023-02-23,ALGOUSDT,0.2714,0.2791,0.2643,0.2685,40836432.0,11117965.9979,39170
1677024000000,2023-02-22,ALGOUSDT,0.2789,0.2799,0.2618,0.2714,47188972.0,12656857.5646,49151
1676937600000,2023-02-21,ALGOUSDT,0.285,0.2938,0.2734,0.2788,53963041.0,15280116.1537,59270
1676851200000,2023-02-20,ALGOUSDT,0.2777,0.2914,0.2685,0.285,63862555.0,18024043.722,64279
1676764800000,2023-02-19,ALGOUSDT,0.2728,0.2829,0.2671,0.2777,53546987.0,14791890.1875,53694
1676678400000,2023-02-18,ALGOUSDT,0.2711,0.2779,0.2682,0.2729,32456383.0,8885348.6986,33263
1676592000000,2023-02-17,ALGOUSDT,0.2575,0.2754,0.2569,0.2712,47338098.0,12604614.4319,48013
1676505600000,2023-02-16,ALGOUSDT,0.2722,0.2843,0.2565,0.2575,76601247.0,20846296.6152,78734
1676419200000,2023-02-15,ALGOUSDT,0.2533,0.2741,0.2507,0.2722,52268566.0,13680694.7953,52372
1676332800000,2023-02-14,ALGOUSDT,0.2432,0.2556,0.2341,0.2533,47320246.0,11680772.0861,46639
1676246400000,2023-02-13,ALGOUSDT,0.2476,0.2484,0.2329,0.2432,46588579.0,11192843.3708,51714
1676160000000,2023-02-12,ALGOUSDT,0.2567,0.2595,0.2421,0.2474,35048469.0,8867411.7256,37917
1676073600000,2023-02-11,ALGOUSDT,0.251,0.2571,0.2476,0.2566,34960902.0,8813876.4352,32968
1675987200000,2023-02-10,ALGOUSDT,0.2549,0.2636,0.2485,0.251,60213456.0,15370368.8598,62065
1675900800000,2023-02-09,ALGOUSDT,0.29,0.2905,0.2452,0.2548,96922348.0,26239457.0012,104184
1675814400000,2023-02-08,ALGOUSDT,0.28,0.2995,0.2746,0.2899,98100560.0,28137268.2513,103133
1675728000000,2023-02-07,ALGOUSDT,0.2546,0.2862,0.2535,0.2801,93670506.0,25633578.4757,89564
1675641600000,2023-02-06,ALGOUSDT,0.257,0.2635,0.2535,0.2546,31804919.0,8220491.0336,30528
1675555200000,2023-02-05,ALGOUSDT,0.2671,0.27,0.2507,0.257,41748843.0,10860110.6073,42198
1675468800000,2023-02-04,ALGOUSDT,0.271,0.2742,0.2651,0.2671,40603346.0,10919712.2158,36125
1675382400000,2023-02-03,ALGOUSDT,0.2552,0.2736,0.2505,0.271,71143863.0,18795986.6615,65513
1675296000000,2023-02-02,ALGOUSDT,0.251,0.2683,0.251,0.2551,58270208.0,15086756.6299,54584
1675209600000,2023-02-01,ALGOUSDT,0.2415,0.2519,0.2309,0.2509,54740153.0,13166872.0812,49895
1675123200000,2023-01-31,ALGOUSDT,0.2393,0.244,0.235,0.2414,38677261.0,9275108.1648,31108
1675036800000,2023-01-30,ALGOUSDT,0.2616,0.2624,0.2352,0.2393,54848747.0,13519040.4246,47392
