Unix,Date,Symbol,Open,High,Low,Close,Volume 1INCH,Volume USDT,tradecount
1700006400000,2023-11-15,1INCHUSDT,0.3497,0.3728,0.3477,0.3714,10044410.1,3628946.10597,22250
1699920000000,2023-11-14,1INCHUSDT,0.3564,0.3638,0.331,0.3497,14890342.4,5234821.33792,35198
1699833600000,2023-11-13,1INCHUSDT,0.3806,0.3881,0.3529,0.3562,16900649.7,6233784.64849,39009
1699747200000,2023-11-12,1INCHUSDT,0.3854,0.3875,0.3642,0.3805,11824113.6,4480726.6387,27344
1699660800000,2023-11-11,1INCHUSDT,0.3844,0.3963,0.3668,0.3853,16489754.9,6305382.96428,38214
1699574400000,2023-11-10,1INCHUSDT,0.3721,0.3852,0.3581,0.3838,19920908.8,7441283.88859,42603
1699488000000,2023-11-09,1INCHUSDT,0.3652,0.3861,0.318,0.3718,43435387.6,16066667.36944,84376
1699401600000,2023-11-08,1INCHUSDT,0.3464,0.418,0.3405,0.365,85144191.3,32210085.01712,157005
1699315200000,2023-11-07,1INCHUSDT,0.3586,0.3586,0.3333,0.3463,12460081.7,4289368.73235,29499
1699228800000,2023-11-06,1INCHUSDT,0.3304,0.3642,0.326,0.3586,33595819.3,11650455.52745,65152
1699142400000,2023-11-05,1INCHUSDT,0.3158,0.3522,0.3146,0.3303,33513831.9,11182684.44849,64401
1699056000000,2023-11-04,1INCHUSDT,0.3102,0.3184,0.3067,0.3158,7673506.5,2397363.15577,18014
1698969600000,2023-11-03,1INCHUSDT,0.3084,0.3112,0.2938,0.3103,8794808.0,2651137.15633,22171
1698883200000,2023-11-02,1INCHUSDT,0.3135,0.326,0.2966,0.3086,17606191.8,5491026.46713,35519
1698796800000,2023-11-01,1INCHUSDT,0.2936,0.3199,0.2836,0.3133,15826961.4,4833685.72567,37220
1698710400000,2023-10-31,1INCHUSDT,0.2973,0.3004,0.2765,0.2936,6126282.9,1775646.62512,19844
1698624000000,2023-10-30,1INCHUSDT,0.2956,0.3001,0.2883,0.2973,4797359.3,1417219.02275,13854
1698537600000,2023-10-29,1INCHUSDT,0.2866,0.299,0.282,0.2956,5302687.8,1553577.8566,14625
1698451200000,2023-10-28,1INCHUSDT,0.2799,0.292,0.2794,0.2866,3661459.8,1050503.86998,10364
1698364800000,2023-10-27,1INCHUSDT,0.2852,0.2884,0.2723,0.2798,5444183.2,1533481.81242,15225
1698278400000,2023-10-26,1INCHUSDT,0.2873,0.2954,0.2754,0.285,7933834.9,2281772.57939,20658
1698192000000,2023-10-25,1INCHUSDT,0.2855,0.2913,0.2771,0.2873,6503126.6,1852619.26139,15426
1698105600000,2023-10-24,1INCHUSDT,0.2786,0.2917,0.2725,0.2856,19522505.6,5558901.97084,32669
1698019200000,2023-10-23,1INCHUSDT,0.2703,0.287,0.2629,0.2785,11972673.2,3262365.14352,24255
1697932800000,2023-10-22,1INCHUSDT,0.2627,0.2706,0.2573,0.2704,6416879.6,1685480.47099,13272
1697846400000,2023-10-21,1INCHUSDT,0.2542,0.2688,0.2518,0.2626,7321993.3,1908091.73262,15137
1697760000000,2023-10-20,1INCHUSDT,0.2437,0.2554,0.2379,0.2542,11315318.8,2819081.59885,20204
1697673600000,2023-10-19,1INCHUSDT,0.2492,0.2779,0.2427,0.2436,40735898.0,10613526.46911,80338
1697587200000,2023-10-18,1INCHUSDT,0.2541,0.257,0.2487,0.2491,5087513.1,1282945.72775,9104
1697500800000,2023-10-17,1INCHUSDT,0.2509,0.2553,0.2484,0.2542,7343574.1,1850598.61031,12527
1697414400000,2023-10-16,1INCHUSDT,0.2446,0.2571,0.2446,0.2508,6133395.7,1534502.27772,14171
1697328000000,2023-10-15,1INCHUSDT,0.2452,0.2509,0.2427,0.2445,3356203.7,827744.31663,6639
1697241600000,2023-10-14,1INCHUSDT,0.2426,0.2481,0.242,0.2451,3393083.4,833495.0747,5546
1697155200000,2023-10-13,1INCHUSDT,0.2399,0.2459,0.2386,0.2424,30689552.5,7386811.99975,29012
1697068800000,2023-10-12,1INCHUSDT,0.24,0.2413,0.2345,0.2399,2769512.4,660509.90824,6818
1696982400000,2023-10-11,1INCHUSDT,0.2396,0.241,0.2336,0.2399,3750644.8,888917.85428,8158
1696896000000,2023-10-10,1INCHUSDT,0.2465,0.2476,0.2365,0.2394,18101624.5,4402676.8647,18726
1696809600000,2023-10-09,1INCHUSDT,0.2594,0.2613,0.2419,0.2466,5485259.6,1379217.84203,12830
1696723200000,2023-10-08,1INCHUSDT,0.2555,0.2595,0.2513,0.2595,2133440.3,545625.03509,4393
1696636800000,2023-10-07,1INCHUSDT,0.2575,0.2585,0.2548,0.2556,1775356.1,455245.65061,3671
1696550400000,2023-10-06,1INCHUSDT,0.2501,0.2584,0.2497,0.2574,3384670.1,860407.208,6840
1696464000000,2023-10-05,1INCHUSDT,0.256,0.2571,0.2496,0.2502,3567108.7,901552.0676,7921
1696377600000,2023-10-04,1INCHUSDT,0.259,0.259,0.2474,0.2559,6055962.9,1533562.51124,10676
1696291200000,2023-10-03,1INCHUSDT,0.268,0.2717,0.2579,0.2589,4443076.5,1174175.96259,8461
1696204800000,2023-10-02,1INCHUSDT,0.2768,0.2815,0.2617,0.2678,7205806.8,1968769.36434,12680
1696118400000,2023-10-01,1INCHUSDT,0.2698,0.2793,0.2675,0.2766,5217756.0,1425935.79822,11738
1696032000000,2023-09-30,1INCHUSDT,0.2667,0.2718,0.2648,0.2697,2924805.7,784230.03978,6860
1695945600000,2023-09-29,1INCHUSDT,0.2692,0.2695,0.26,0.2665,3567784.1,947421.24363,7518
1695859200000,2023-09-28,1INCHUSDT,0.2619,0.2697,0.2604,0.2692,5452921.2,1446712.46943,11035
1695772800000,2023-09-27,1INCHUSDT,0.2666,0.2722,0.2554,0.2619,6586411.4,1742272.7102,14828
1695686400000,2023-09-26,1INCHUSDT,0.2644,0.2701,0.261,0.2665,3906874.8,1036147.85571,9349
1695600000000,2023-09-25,1INCHUSDT,0.2539,0.2651,0.2511,0.2642,5851432.1,1522586.74807,11117
1695513600000,2023-09-24,1INCHUSDT,0.263,0.2633,0.2538,0.2539,3198162.0,827918.28797,10964
1695427200000,2023-09-23,1INCHUSDT,0.2625,0.2687,0.2577,0.263,4833672.4,1264945.77322,11830
1695340800000,2023-09-22,1INCHUSDT,0.2587,0.2638,0.2541,0.2625,7474579.7,1946173.71541,14568
1695254400000,2023-09-21,1INCHUSDT,0.2513,0.2814,0.2512,0.2587,43261175.0,11528264.53348,69496
1695168000000,2023-09-20,1INCHUSDT,0.252,0.253,0.2473,0.2514,3216386.5,804616.65609,10854
1695081600000,2023-09-19,1INCHUSDT,0.2488,0.2556,0.2472,0.2518,2814161.9,709146.98879,9226
1694995200000,2023-09-18,1INCHUSDT,0.2473,0.2564,0.2436,0.2488,3409626.8,857939.05853,10628
1694908800000,2023-09-17,1INCHUSDT,0.2561,0.2565,0.244,0.2476,4342859.4,1087463.82737,8564
1694822400000,2023-09-16,1INCHUSDT,0.2552,0.2601,0.2521,0.2564,5436958.9,1393458.63317,9567
1694736000000,2023-09-15,1INCHUSDT,0.2444,0.2564,0.243,0.2552,6844013.4,1700253.82087,14414
1694649600000,2023-09-14,1INCHUSDT,0.2344,0.2448,0.2325,0.2444,3726795.5,888316.32115,10285
1694563200000,2023-09-13,1INCHUSDT,0.2279,0.2358,0.2271,0.2343,3529393.2,819534.42837,9667
1694476800000,2023-09-12,1INCHUSDT,0.2242,0.236,0.2236,0.2279,5328774.0,1226912.5796,12814
1694390400000,2023-09-11,1INCHUSDT,0.2397,0.2401,0.22,0.2242,7565646.5,1717697.59263,16670
1694304000000,2023-09-10,1INCHUSDT,0.2459,0.246,0.2316,0.2396,5798612.5,1389067.92767,14440
1694217600000,2023-09-09,1INCHUSDT,0.2454,0.2477,0.2444,0.2457,2528711.5,622666.27339,8211
1694131200000,2023-09-08,1INCHUSDT,0.2484,0.2487,0.2418,0.2454,3342561.4,821092.80581,8392
1694044800000,2023-09-07,1INCHUSDT,0.2464,0.2486,0.242,0.2484,5364092.0,1312676.10782,8142
1693958400000,2023-09-06,1INCHUSDT,0.2443,0.2498,0.2392,0.2464,7848552.7,1922150.35926,12177
1693872000000,2023-09-05,1INCHUSDT,0.2361,0.2449,0.234,0.2444,6459679.8,1558502.17956,13044
1693785600000,2023-09-04,1INCHUSDT,0.2346,0.2392,0.2328,0.2359,4467166.8,1054741.23084,11254
1693699200000,2023-09-03,1INCHUSDT,0.234,0.237,0.2315,0.2346,4561947.9,1070636.00081,9609
1693612800000,2023-09-02,1INCHUSDT,0.2351,0.2362,0.2312,0.234,5322390.6,1245153.42688,12028
1693526400000,2023-09-01,1INCHUSDT,0.2446,0.2462,0.2325,0.2353,4253029.1,1015030.19777,11325
1693440000000,2023-08-31,1INCHUSDT,0.2569,0.2574,0.2411,0.2445,6045428.5,1516241.95721,14383
1693353600000,2023-08-30,1INCHUSDT,0.2588,0.2594,0.2528,0.257,6597433.1,1692730.99312,14895
1693267200000,2023-08-29,1INCHUSDT,0.2487,0.2635,0.2402,0.2587,11380784.1,2877394.25589,24219
1693180800000,2023-08-28,1INCHUSDT,0.2482,0.2541,0.2384,0.2485,7648346.1,1889620.11683,15994
1693094400000,2023-08-27,1INCHUSDT,0.2422,0.2483,0.2408,0.2482,3299832.7,804172.7362,11071
1693008000000,2023-08-26,1INCHUSDT,0.2468,0.2505,0.242,0.2422,5564604.6,1364114.5071,11851
1692921600000,2023-08-25,1INCHUSDT,0.2512,0.2516,0.2405,0.2468,6124656.7,1501967.15347,15307
1692835200000,2023-08-24,1INCHUSDT,0.252,0.2542,0.2462,0.2515,4863436.4,1218963.97272,11726
1692748800000,2023-08-23,1INCHUSDT,0.2453,0.2547,0.2435,0.2519,6138367.4,1526376.17441,12995
1692662400000,2023-08-22,1INCHUSDT,0.2439,0.2466,0.2337,0.2451,6811290.1,1644969.54942,12418
1692576000000,2023-08-21,1INCHUSDT,0.2502,0.2506,0.2368,0.2438,5886622.3,1436462.53204,11037
1692489600000,2023-08-20,1INCHUSDT,0.249,0.2516,0.2456,0.2502,4577216.5,1139775.32193,8524
1692403200000,2023-08-19,1INCHUSDT,0.2416,0.2506,0.2405,0.2492,6397243.5,1566085.48739,11285
1692316800000,2023-08-18,1INCHUSDT,0.2353,0.2451,0.2318,0.2417,15510554.3,3713824.36672,20685
1692230400000,2023-08-17,1INCHUSDT,0.265,0.2712,0.2011,0.2352,33188771.0,8110753.01772,53405
1692144000000,2023-08-16,1INCHUSDT,0.2858,0.2875,0.2572,0.2649,15401533.0,4180789.75465,27863
1692057600000,2023-08-15,1INCHUSDT,0.3101,0.3113,0.2643,0.286,11719410.8,3415017.47282,23689
1691971200000,2023-08-14,1INCHUSDT,0.3072,0.3139,0.3031,0.3102,7047606.5,2180766.47764,10742
1691884800000,2023-08-13,1INCHUSDT,0.3062,0.3123,0.3046,0.3075,5469003.9,1685818.72239,10702
1691798400000,2023-08-12,1INCHUSDT,0.3083,0.3094,0.3038,0.3062,2882844.8,882977.06712,5641
1691712000000,2023-08-11,1INCHUSDT,0.3074,0.3106,0.3058,0.3083,4521366.7,1394650.60585,8244
1691625600000,2023-08-10,1INCHUSDT,0.3065,0.3095,0.305,0.3074,3698288.2,1134569.90452,6753
1691539200000,2023-08-09,1INCHUSDT,0.3075,0.3091,0.3025,0.3064,4912645.6,1501402.21651,9194
1691452800000,2023-08-08,1INCHUSDT,0.305,0.3092,0.3012,0.3073,5809123.1,1770085.53829,11496
1691366400000,2023-08-07,1INCHUSDT,0.3055,0.3098,0.2924,0.305,18862696.7,5730094.94642,26665
1691280000000,2023-08-06,1INCHUSDT,0.3054,0.3111,0.3026,0.3054,24508587.6,7525748.11241,29635
1691193600000,2023-08-05,1INCHUSDT,0.3055,0.3059,0.3015,0.3053,5373649.4,1628709.44227,12545
1691107200000,2023-08-04,1INCHUSDT,0.3114,0.3148,0.3,0.3057,13623626.0,4164899.11172,24002
1691020800000,2023-08-03,1INCHUSDT,0.3153,0.321,0.3088,0.3114,9687945.4,3037186.20894,21476
1690934400000,2023-08-02,1INCHUSDT,0.3208,0.3216,0.3091,0.3153,10132326.4,3187525.48419,20081
1690848000000,2023-08-01,1INCHUSDT,0.3144,0.3208,0.3001,0.3208,12745058.0,3979488.03225,22660
1690761600000,2023-07-31,1INCHUSDT,0.3121,0.3188,0.3075,0.3145,8796533.0,2758214.21098,14810
1690675200000,2023-07-30,1INCHUSDT,0.3158,0.3234,0.3022,0.3122,14999907.5,4741295.03593,23421
1690588800000,2023-07-29,1INCHUSDT,0.3097,0.3163,0.3081,0.3158,6020291.8,1880031.20512,10062
1690502400000,2023-07-28,1INCHUSDT,0.3051,0.3115,0.3019,0.3097,6378587.2,1962420.79405,10317
1690416000000,2023-07-27,1INCHUSDT,0.3041,0.3131,0.3012,0.305,9481466.2,2911054.04745,19539
1690329600000,2023-07-26,1INCHUSDT,0.3024,0.3093,0.2973,0.3041,11815817.4,3583259.07104,20580
1690243200000,2023-07-25,1INCHUSDT,0.3045,0.3071,0.3006,0.3025,9896071.0,3007883.2023,14997
1690156800000,2023-07-24,1INCHUSDT,0.327,0.3281,0.2768,0.3042,36636019.1,11216708.35583,45657
1690070400000,2023-07-23,1INCHUSDT,0.3279,0.3317,0.3237,0.3271,21900459.8,7176162.72807,29598
1689984000000,2023-07-22,1INCHUSDT,0.336,0.338,0.325,0.3279,17697344.8,5892849.58763,29081
1689897600000,2023-07-21,1INCHUSDT,0.3288,0.3457,0.3232,0.3358,47315772.2,15854030.11658,55079
1689811200000,2023-07-20,1INCHUSDT,0.3361,0.3436,0.317,0.329,60608283.8,20150084.1939,81714
1689724800000,2023-07-19,1INCHUSDT,0.3596,0.3681,0.3327,0.3361,58537762.5,20237724.64314,83361
1689638400000,2023-07-18,1INCHUSDT,0.4027,0.405,0.351,0.3598,74966833.0,28178210.79758,112254
1689552000000,2023-07-17,1INCHUSDT,0.4317,0.5935,0.3913,0.4029,273826458.3,130892809.36629,638729
1689465600000,2023-07-16,1INCHUSDT,0.3709,0.4494,0.362,0.4321,87545833.0,35928401.90353,195432
1689379200000,2023-07-15,1INCHUSDT,0.335,0.383,0.3295,0.3709,35592043.6,12979074.37601,73716
1689292800000,2023-07-14,1INCHUSDT,0.3494,0.3595,0.3243,0.335,12475279.2,4283412.68025,28396
1689206400000,2023-07-13,1INCHUSDT,0.3254,0.3531,0.3135,0.3491,13992832.9,4663995.73127,31554
1689120000000,2023-07-12,1INCHUSDT,0.3143,0.43,0.3141,0.3254,28356027.2,9417059.12638,62220
1689033600000,2023-07-11,1INCHUSDT,0.3053,0.3148,0.3019,0.3142,3791693.5,1166589.40373,11997
1688947200000,2023-07-10,1INCHUSDT,0.3036,0.312,0.2949,0.3052,5418271.1,1638647.2023,14561
1688860800000,2023-07-09,1INCHUSDT,0.3063,0.3101,0.3015,0.3036,3322427.3,1014217.82771,10851
1688774400000,2023-07-08,1INCHUSDT,0.3084,0.3112,0.2994,0.3064,4139671.4,1264919.60287,11485
1688688000000,2023-07-07,1INCHUSDT,0.3014,0.3092,0.2973,0.3086,4612644.1,1404772.48273,13017
1688601600000,2023-07-06,1INCHUSDT,0.3147,0.3277,0.3012,0.3015,6806415.5,2139226.77161,18418
1688515200000,2023-07-05,1INCHUSDT,0.3272,0.3304,0.3096,0.3147,9387146.5,3019526.0534,19490
1688428800000,2023-07-04,1INCHUSDT,0.342,0.342,0.3197,0.327,11623759.4,3831053.84927,21169
1688342400000,2023-07-03,1INCHUSDT,0.3245,0.3438,0.3209,0.3418,8525332.3,2858974.67494,20665
1688256000000,2023-07-02,1INCHUSDT,0.3324,0.3327,0.3164,0.3243,5442134.6,1759276.03797,14483
1688169600000,2023-07-01,1INCHUSDT,0.3173,0.3333,0.3111,0.3324,4876560.8,1562654.86135,14107
1688083200000,2023-06-30,1INCHUSDT,0.3084,0.3275,0.2944,0.3173,13293658.0,4175937.2716,27132
1687996800000,2023-06-29,1INCHUSDT,0.2989,0.3125,0.2975,0.3085,6122372.4,1878439.72517,12449
1687910400000,2023-06-28,1INCHUSDT,0.3194,0.3196,0.2877,0.2987,7425737.7,2262059.62633,17397
1687824000000,2023-06-27,1INCHUSDT,0.3197,0.3265,0.3167,0.319,5119156.7,1643670.265,13570
1687737600000,2023-06-26,1INCHUSDT,0.3278,0.3333,0.3127,0.3196,8127239.6,2626178.86499,18918
1687651200000,2023-06-25,1INCHUSDT,0.3263,0.3505,0.3225,0.3279,14728476.4,4965767.46591,23370
1687564800000,2023-06-24,1INCHUSDT,0.3183,0.3316,0.3161,0.3265,7960730.9,2574791.35655,15216
1687478400000,2023-06-23,1INCHUSDT,0.3041,0.3258,0.304,0.3184,6000686.5,1890155.13768,15775
1687392000000,2023-06-22,1INCHUSDT,0.3088,0.3166,0.2989,0.3041,9238260.1,2863538.39291,18931
1687305600000,2023-06-21,1INCHUSDT,0.2931,0.3138,0.2911,0.309,8926135.9,2702640.45864,17201
1687219200000,2023-06-20,1INCHUSDT,0.2777,0.2943,0.2736,0.2932,10365208.0,2915653.25007,16732
1687132800000,2023-06-19,1INCHUSDT,0.2755,0.2789,0.2707,0.2775,7132580.4,1959148.95425,13616
1687046400000,2023-06-18,1INCHUSDT,0.2767,0.2846,0.2729,0.2755,8805709.0,2451572.09276,16014
1686960000000,2023-06-17,1INCHUSDT,0.2754,0.2845,0.2719,0.2766,11151127.5,3109425.80997,17214
1686873600000,2023-06-16,1INCHUSDT,0.261,0.2799,0.259,0.2756,16518221.5,4448393.50693,22689
1686787200000,2023-06-15,1INCHUSDT,0.263,0.266,0.252,0.26,3905308.5,1010452.0761,8559
1686700800000,2023-06-14,1INCHUSDT,0.269,0.278,0.257,0.262,6283278.2,1680265.4043,11236
1686614400000,2023-06-13,1INCHUSDT,0.27,0.277,0.263,0.268,4671266.9,1263084.3167,12437
1686528000000,2023-06-12,1INCHUSDT,0.269,0.275,0.26,0.269,6316519.4,1701666.1122,15364
1686441600000,2023-06-11,1INCHUSDT,0.272,0.276,0.265,0.27,4334172.8,1170527.1141,10333
1686355200000,2023-06-10,1INCHUSDT,0.323,0.324,0.235,0.272,23816462.8,6599880.5695,38714
1686268800000,2023-06-09,1INCHUSDT,0.322,0.328,0.317,0.322,3665495.4,1181177.0961,8290
1686182400000,2023-06-08,1INCHUSDT,0.314,0.328,0.311,0.322,3820291.2,1229834.7236,12368
1686096000000,2023-06-07,1INCHUSDT,0.335,0.335,0.31,0.313,5865231.8,1901767.116,15277
1686009600000,2023-06-06,1INCHUSDT,0.326,0.337,0.314,0.334,8811775.0,2864090.7719,16981
1685923200000,2023-06-05,1INCHUSDT,0.373,0.373,0.317,0.326,18637398.1,6356852.2339,33575
1685836800000,2023-06-04,1INCHUSDT,0.371,0.378,0.368,0.372,3303096.5,1232411.2492,11025
1685750400000,2023-06-03,1INCHUSDT,0.381,0.382,0.368,0.371,6264642.9,2352687.198,13738
1685664000000,2023-06-02,1INCHUSDT,0.368,0.387,0.362,0.381,14684626.9,5449491.6103,23248
1685577600000,2023-06-01,1INCHUSDT,0.381,0.382,0.367,0.368,3939050.1,1466450.9364,7251
1685491200000,2023-05-31,1INCHUSDT,0.394,0.398,0.375,0.38,5174871.0,1991300.7277,9504
1685404800000,2023-05-30,1INCHUSDT,0.394,0.4,0.39,0.395,2444809.9,964524.3471,6492
1685318400000,2023-05-29,1INCHUSDT,0.405,0.407,0.391,0.393,4538570.9,1802594.8993,8751
1685232000000,2023-05-28,1INCHUSDT,0.397,0.409,0.395,0.404,3137914.1,1258840.1608,5189
1685145600000,2023-05-27,1INCHUSDT,0.394,0.397,0.391,0.397,1183676.9,466295.3027,2448
1685059200000,2023-05-26,1INCHUSDT,0.392,0.396,0.386,0.395,1637524.9,641138.136,3234
1684972800000,2023-05-25,1INCHUSDT,0.389,0.396,0.382,0.392,2281843.2,889276.061,4790
1684886400000,2023-05-24,1INCHUSDT,0.402,0.402,0.382,0.389,2846935.4,1108125.2393,6723
1684800000000,2023-05-23,1INCHUSDT,0.397,0.405,0.395,0.402,2020630.7,809596.1032,3860
1684713600000,2023-05-22,1INCHUSDT,0.396,0.4,0.389,0.397,2130820.3,841354.4752,4249
1684627200000,2023-05-21,1INCHUSDT,0.404,0.404,0.392,0.395,1845779.6,734144.92,5579
1684540800000,2023-05-20,1INCHUSDT,0.4,0.404,0.397,0.404,1494015.0,598103.3093,3221
1684454400000,2023-05-19,1INCHUSDT,0.401,0.404,0.397,0.4,3107204.7,1244777.0273,5108
1684368000000,2023-05-18,1INCHUSDT,0.415,0.416,0.395,0.402,8290307.6,3364193.8505,10459
1684281600000,2023-05-17,1INCHUSDT,0.416,0.421,0.405,0.416,8108353.8,3349269.5416,11543
1684195200000,2023-05-16,1INCHUSDT,0.414,0.422,0.409,0.416,2823655.7,1172709.6418,5974
1684108800000,2023-05-15,1INCHUSDT,0.413,0.422,0.407,0.414,2477561.5,1032608.0276,5399
1684022400000,2023-05-14,1INCHUSDT,0.41,0.418,0.405,0.413,1539480.3,634535.6777,4049
1683936000000,2023-05-13,1INCHUSDT,0.415,0.416,0.407,0.41,1727590.0,710628.0616,5884
1683849600000,2023-05-12,1INCHUSDT,0.409,0.416,0.396,0.415,5227099.5,2125913.7001,11835
1683763200000,2023-05-11,1INCHUSDT,0.422,0.422,0.398,0.409,4184701.9,1708176.562,8024
1683676800000,2023-05-10,1INCHUSDT,0.415,0.426,0.402,0.422,5440379.1,2260108.0239,11973
1683590400000,2023-05-09,1INCHUSDT,0.407,0.42,0.405,0.415,2574022.4,1061959.4476,6276
1683504000000,2023-05-08,1INCHUSDT,0.447,0.449,0.389,0.407,6985054.2,2881347.1144,17079
1683417600000,2023-05-07,1INCHUSDT,0.447,0.456,0.443,0.447,1157145.4,520345.4542,3787
1683331200000,2023-05-06,1INCHUSDT,0.463,0.466,0.436,0.447,2577076.3,1160105.604,7115
1683244800000,2023-05-05,1INCHUSDT,0.451,0.466,0.447,0.463,3038665.3,1392485.2034,6702
1683158400000,2023-05-04,1INCHUSDT,0.457,0.458,0.447,0.452,1213440.2,549746.0686,3876
1683072000000,2023-05-03,1INCHUSDT,0.458,0.459,0.439,0.457,3699514.8,1651374.2699,10911
1682985600000,2023-05-02,1INCHUSDT,0.454,0.461,0.451,0.459,1779113.6,811535.7795,5998
1682899200000,2023-05-01,1INCHUSDT,0.472,0.474,0.446,0.454,5533040.5,2553268.3045,11689
1682812800000,2023-04-30,1INCHUSDT,0.496,0.496,0.466,0.471,9912041.7,4715529.5487,17372
1682726400000,2023-04-29,1INCHUSDT,0.483,0.515,0.48,0.496,8321061.9,4125373.5307,14809
1682640000000,2023-04-28,1INCHUSDT,0.489,0.491,0.476,0.483,2330769.9,1122948.5648,6167
1682553600000,2023-04-27,1INCHUSDT,0.479,0.496,0.476,0.49,2693679.1,1308917.7194,8220
1682467200000,2023-04-26,1INCHUSDT,0.494,0.51,0.455,0.48,4378243.1,2129181.1097,12098
1682380800000,2023-04-25,1INCHUSDT,0.487,0.496,0.471,0.494,2336695.9,1119614.6361,6228
1682294400000,2023-04-24,1INCHUSDT,0.495,0.5,0.48,0.487,2043976.7,999269.7023,5845
1682208000000,2023-04-23,1INCHUSDT,0.507,0.508,0.482,0.494,2483209.5,1235741.5658,7076
