Unix,Date,Symbol,Open,High,Low,Close,Volume FTM,Volume USDT,tradecount
1699228800000,2023-11-06,FTMUSDT,0.2636,0.2779,0.2602,0.2742,68205822.0,18395828.8997,63014
1699142400000,2023-11-05,FTMUSDT,0.2517,0.2763,0.25,0.2635,99775197.0,26460589.1865,97131
1699056000000,2023-11-04,FTMUSDT,0.245,0.2538,0.2429,0.2516,38813715.0,9654654.6373,41370
1698969600000,2023-11-03,FTMUSDT,0.2412,0.2463,0.232,0.245,55788158.0,13370234.1695,60466
1698883200000,2023-11-02,FTMUSDT,0.2574,0.2612,0.2344,0.2413,77714126.0,19340314.7317,91014
1698796800000,2023-11-01,FTMUSDT,0.2408,0.2586,0.2301,0.2573,128440771.0,31087037.4368,114582
1698710400000,2023-10-31,FTMUSDT,0.2441,0.2539,0.2327,0.2409,87025902.0,21184419.8843,86148
1698624000000,2023-10-30,FTMUSDT,0.2485,0.2512,0.2361,0.244,77338884.0,18861871.8026,63998
1698537600000,2023-10-29,FTMUSDT,0.2353,0.2511,0.2299,0.2484,72428350.0,17402082.7761,65905
1698451200000,2023-10-28,FTMUSDT,0.2279,0.2386,0.2273,0.2353,58186858.0,13552658.9447,47298
