Unix,Date,Symbol,Open,High,Low,Close,Volume FTM,Volume USDT,tradecount
1698364800000,2023-10-27,FTMUSDT,0.224,0.2354,0.218,0.2279,66610051.0,15028688.0153,64300
1698278400000,2023-10-26,FTMUSDT,0.2274,0.2429,0.2165,0.224,98171126.0,22391576.8325,87237
1698192000000,2023-10-25,FTMUSDT,0.2248,0.237,0.2209,0.2275,77061675.0,17608356.7948,76195
1698105600000,2023-10-24,FTMUSDT,0.2309,0.241,0.217,0.2248,120459130.0,27617792.7507,128169
1698019200000,2023-10-23,FTMUSDT,0.2081,0.2353,0.2071,0.2308,174303301.0,38906909.6019,151218
1697932800000,2023-10-22,FTMUSDT,0.1993,0.2089,0.194,0.2083,63331302.0,12757403.6062,56010
1697846400000,2023-10-21,FTMUSDT,0.1823,0.2074,0.1817,0.1993,80384555.0,15801853.4211,59961
1697760000000,2023-10-20,FTMUSDT,0.1769,0.184,0.1762,0.1823,30246651.0,5464743.379,23407
1697673600000,2023-10-19,FTMUSDT,0.1755,0.1779,0.1707,0.1769,24818611.0,4343412.8732,21508
1697587200000,2023-10-18,FTMUSDT,0.1771,0.1795,0.1749,0.1756,23254449.0,4107993.7788,17674
1697500800000,2023-10-17,FTMUSDT,0.1855,0.1859,0.1751,0.1771,40932296.0,7361574.0792,29888
1697414400000,2023-10-16,FTMUSDT,0.1847,0.1934,0.1844,0.1855,32311250.0,6059363.3422,30724
1697328000000,2023-10-15,FTMUSDT,0.1837,0.1863,0.1828,0.1846,10969658.0,2024877.2643,10980
1697241600000,2023-10-14,FTMUSDT,0.1836,0.1866,0.1822,0.1837,11329203.0,2089136.1013,9723
1697155200000,2023-10-13,FTMUSDT,0.1811,0.1862,0.1796,0.1835,14007418.0,2556037.2527,13018
1697068800000,2023-10-12,FTMUSDT,0.1818,0.182,0.1764,0.1811,18334268.0,3290782.3057,16628
1696982400000,2023-10-11,FTMUSDT,0.1823,0.1832,0.1781,0.1819,20941402.0,3778454.9718,18684
1696896000000,2023-10-10,FTMUSDT,0.1824,0.1841,0.1804,0.1823,17728570.0,3230558.7302,16198
1696809600000,2023-10-09,FTMUSDT,0.1928,0.1935,0.1782,0.1824,34817079.0,6452385.3138,27007
1696723200000,2023-10-08,FTMUSDT,0.193,0.1936,0.1895,0.1928,16127792.0,3087835.5697,12151
1696636800000,2023-10-07,FTMUSDT,0.1942,0.1969,0.1922,0.1929,12222597.0,2372708.1122,9945
1696550400000,2023-10-06,FTMUSDT,0.1931,0.1968,0.1894,0.1942,26563525.0,5126028.7783,19673
1696464000000,2023-10-05,FTMUSDT,0.2013,0.2024,0.1929,0.193,23693014.0,4677555.6072,18114
1696377600000,2023-10-04,FTMUSDT,0.1998,0.2023,0.1921,0.2013,33534628.0,6657908.8136,26475
1696291200000,2023-10-03,FTMUSDT,0.1989,0.2019,0.1975,0.1998,23944128.0,4779767.4636,19852
1696204800000,2023-10-02,FTMUSDT,0.208,0.2104,0.1961,0.199,44613962.0,9110101.8868,31452
1696118400000,2023-10-01,FTMUSDT,0.1992,0.2099,0.1991,0.208,44449442.0,9105103.111,37076
1696032000000,2023-09-30,FTMUSDT,0.1942,0.2023,0.1942,0.1993,42020782.0,8364642.5665,31436
1695945600000,2023-09-29,FTMUSDT,0.189,0.1949,0.1881,0.1941,25333107.0,4847976.1883,19488
1695859200000,2023-09-28,FTMUSDT,0.1862,0.1907,0.1859,0.189,23257182.0,4379619.3929,17614
1695772800000,2023-09-27,FTMUSDT,0.1883,0.1907,0.1846,0.1862,23926756.0,4492461.0165,17553
1695686400000,2023-09-26,FTMUSDT,0.1897,0.1915,0.1854,0.1883,58631812.0,11095856.7825,21600
1695600000000,2023-09-25,FTMUSDT,0.1861,0.1899,0.1836,0.1896,18740597.0,3518067.9038,14811
1695513600000,2023-09-24,FTMUSDT,0.1883,0.1903,0.185,0.1861,16919613.0,3180150.9297,12995
1695427200000,2023-09-23,FTMUSDT,0.1873,0.1891,0.1871,0.1883,13490642.0,2537340.3002,10846
1695340800000,2023-09-22,FTMUSDT,0.189,0.1898,0.186,0.1873,22351016.0,4204570.4952,15540
1695254400000,2023-09-21,FTMUSDT,0.1945,0.1959,0.1863,0.189,31956605.0,6088387.4176,24214
1695168000000,2023-09-20,FTMUSDT,0.1943,0.1952,0.1905,0.1944,20466177.0,3945932.4413,17488
1695081600000,2023-09-19,FTMUSDT,0.1905,0.1955,0.1895,0.1942,22476426.0,4339191.0753,16840
1694995200000,2023-09-18,FTMUSDT,0.1902,0.1964,0.1875,0.1905,29946917.0,5771831.3946,21754
1694908800000,2023-09-17,FTMUSDT,0.1977,0.1982,0.187,0.1902,27017987.0,5187766.9109,20489
1694822400000,2023-09-16,FTMUSDT,0.1953,0.1989,0.1939,0.1977,23268943.0,4563464.0457,16352
1694736000000,2023-09-15,FTMUSDT,0.193,0.1958,0.1897,0.1953,40663382.0,7833167.4469,21180
1694649600000,2023-09-14,FTMUSDT,0.1913,0.1956,0.1896,0.1929,31424690.0,6055512.619,22291
1694563200000,2023-09-13,FTMUSDT,0.1869,0.1931,0.1852,0.1912,41242970.0,7806481.7489,26096
1694476800000,2023-09-12,FTMUSDT,0.1874,0.196,0.1864,0.1869,48938893.0,9340907.4911,26958
1694390400000,2023-09-11,FTMUSDT,0.1931,0.194,0.1827,0.1874,60693855.0,11443282.3467,31013
1694304000000,2023-09-10,FTMUSDT,0.2001,0.2002,0.1856,0.1931,54757540.0,10541101.4397,30753
1694217600000,2023-09-09,FTMUSDT,0.2006,0.2022,0.1996,0.2001,16096396.0,3228932.8628,8062
1694131200000,2023-09-08,FTMUSDT,0.2054,0.2081,0.1991,0.2007,31419886.0,6358366.1032,16170
1694044800000,2023-09-07,FTMUSDT,0.203,0.2054,0.1998,0.2053,35194266.0,7115438.4724,16307
1693958400000,2023-09-06,FTMUSDT,0.2021,0.2045,0.1961,0.2029,36865752.0,7405931.2422,19977
1693872000000,2023-09-05,FTMUSDT,0.2023,0.2057,0.2006,0.2021,37798671.0,7653494.6462,17120
1693785600000,2023-09-04,FTMUSDT,0.201,0.207,0.2,0.2023,44620958.0,9082601.0712,19371
1693699200000,2023-09-03,FTMUSDT,0.2006,0.2023,0.1991,0.2011,29709157.0,5960886.2108,12976
1693612800000,2023-09-02,FTMUSDT,0.2038,0.2057,0.2,0.2007,25698114.0,5214080.6078,12900
1693526400000,2023-09-01,FTMUSDT,0.2002,0.2048,0.198,0.2038,72776852.0,14608659.6742,27855
1693440000000,2023-08-31,FTMUSDT,0.2113,0.2161,0.2001,0.2002,84743143.0,17765043.4014,39677
1693353600000,2023-08-30,FTMUSDT,0.2164,0.2174,0.2087,0.2114,60169193.0,12828809.6598,31059
1693267200000,2023-08-29,FTMUSDT,0.2028,0.2193,0.198,0.2164,92617628.0,19367921.2714,54582
1693180800000,2023-08-28,FTMUSDT,0.2022,0.2052,0.1967,0.2027,59480217.0,11919594.1299,28045
1693094400000,2023-08-27,FTMUSDT,0.2002,0.2043,0.1994,0.2023,26316328.0,5309039.3958,15268
1693008000000,2023-08-26,FTMUSDT,0.2081,0.2081,0.2,0.2003,20342900.0,4141139.3166,11149
1692921600000,2023-08-25,FTMUSDT,0.2093,0.21,0.2035,0.2078,30504974.0,6302379.4237,20394
1692835200000,2023-08-24,FTMUSDT,0.2104,0.2126,0.2037,0.2093,41329268.0,8606666.0356,22982
1692748800000,2023-08-23,FTMUSDT,0.202,0.211,0.1993,0.2104,63468012.0,12949400.4136,28872
1692662400000,2023-08-22,FTMUSDT,0.204,0.2045,0.1923,0.202,68405912.0,13670059.6557,33408
1692576000000,2023-08-21,FTMUSDT,0.2079,0.2108,0.1983,0.2041,54910667.0,11261229.737,28761
1692489600000,2023-08-20,FTMUSDT,0.208,0.2124,0.2054,0.2079,42342743.0,8846068.3475,19889
1692403200000,2023-08-19,FTMUSDT,0.2,0.2103,0.1993,0.208,32184180.0,6590387.631,16846
1692316800000,2023-08-18,FTMUSDT,0.194,0.2031,0.1909,0.2,91199631.0,17957431.8518,44715
1692230400000,2023-08-17,FTMUSDT,0.2159,0.2186,0.175,0.194,113669183.0,23162289.0927,79304
1692144000000,2023-08-16,FTMUSDT,0.2287,0.2289,0.2086,0.2159,80630962.0,17771676.3619,41902
1692057600000,2023-08-15,FTMUSDT,0.2415,0.2432,0.219,0.2288,60085436.0,13992148.2699,35362
1691971200000,2023-08-14,FTMUSDT,0.2391,0.2461,0.2375,0.2416,34840269.0,8415834.2151,19382
1691884800000,2023-08-13,FTMUSDT,0.2403,0.2442,0.237,0.2392,24564909.0,5918688.3347,14802
1691798400000,2023-08-12,FTMUSDT,0.2419,0.2428,0.239,0.2403,23114015.0,5562572.4918,12033
1691712000000,2023-08-11,FTMUSDT,0.2395,0.2462,0.2377,0.2419,72483734.0,17439027.5177,34980
1691625600000,2023-08-10,FTMUSDT,0.2366,0.2411,0.2349,0.2395,50420562.0,11992977.4476,25071
1691539200000,2023-08-09,FTMUSDT,0.2369,0.2416,0.2332,0.2365,39448092.0,9368440.6477,24462
1691452800000,2023-08-08,FTMUSDT,0.233,0.2409,0.2309,0.2369,40634678.0,9567276.3923,25322
1691366400000,2023-08-07,FTMUSDT,0.2374,0.242,0.226,0.233,45051155.0,10548028.7283,33629
1691280000000,2023-08-06,FTMUSDT,0.2362,0.2413,0.2357,0.2374,29066968.0,6932003.5697,19526
1691193600000,2023-08-05,FTMUSDT,0.233,0.2372,0.2308,0.2362,26438815.0,6205375.2301,18236
1691107200000,2023-08-04,FTMUSDT,0.2341,0.2379,0.2283,0.233,34238144.0,8007917.3561,24884
1691020800000,2023-08-03,FTMUSDT,0.2388,0.2406,0.231,0.234,46614169.0,10980489.8609,28596
1690934400000,2023-08-02,FTMUSDT,0.2484,0.2508,0.2359,0.2389,62784548.0,15232384.4236,38496
1690848000000,2023-08-01,FTMUSDT,0.2349,0.2499,0.2246,0.2484,63301381.0,15095337.9858,41954
1690761600000,2023-07-31,FTMUSDT,0.2398,0.2435,0.2322,0.2349,31424726.0,7496531.1652,24591
1690675200000,2023-07-30,FTMUSDT,0.2463,0.247,0.2343,0.2397,27803197.0,6718277.4415,22475
1690588800000,2023-07-29,FTMUSDT,0.247,0.2477,0.2436,0.2462,17363801.0,4266435.7196,13283
1690502400000,2023-07-28,FTMUSDT,0.2458,0.2494,0.2423,0.2469,29939479.0,7371600.0695,21935
1690416000000,2023-07-27,FTMUSDT,0.245,0.2492,0.2404,0.2458,31487840.0,7722766.2283,24566
1690329600000,2023-07-26,FTMUSDT,0.2352,0.2511,0.2286,0.245,75434247.0,17918068.7714,49100
1690243200000,2023-07-25,FTMUSDT,0.2434,0.2442,0.2341,0.2351,47172108.0,11258992.2514,30989
1690156800000,2023-07-24,FTMUSDT,0.256,0.2574,0.2384,0.2435,57163322.0,14086895.8684,43505
1690070400000,2023-07-23,FTMUSDT,0.2526,0.2613,0.2485,0.256,36353067.0,9294220.3942,26236
1689984000000,2023-07-22,FTMUSDT,0.2571,0.2596,0.2485,0.2526,32803148.0,8396214.3822,24370
1689897600000,2023-07-21,FTMUSDT,0.2579,0.2612,0.2551,0.2571,42158258.0,10882758.0999,27768
1689811200000,2023-07-20,FTMUSDT,0.2541,0.263,0.251,0.2579,65057732.0,16764061.7864,48069
1689724800000,2023-07-19,FTMUSDT,0.2571,0.2638,0.253,0.2541,61448845.0,15855772.4979,43581
1689638400000,2023-07-18,FTMUSDT,0.2641,0.2679,0.2508,0.2571,72653634.0,18829822.9773,49955
1689552000000,2023-07-17,FTMUSDT,0.2595,0.2697,0.2525,0.2641,132477427.0,34730877.8374,88733
1689465600000,2023-07-16,FTMUSDT,0.2755,0.2765,0.2582,0.2596,97818060.0,26266284.4445,64592
1689379200000,2023-07-15,FTMUSDT,0.283,0.289,0.2705,0.2756,110320144.0,30780114.3553,67533
1689292800000,2023-07-14,FTMUSDT,0.3078,0.3187,0.2726,0.2831,208009115.0,61838770.1817,151141
1689206400000,2023-07-13,FTMUSDT,0.2723,0.3099,0.271,0.3078,152038751.0,44653417.3555,117073
1689120000000,2023-07-12,FTMUSDT,0.2721,0.2795,0.2677,0.2723,71288110.0,19526798.1439,47455
1689033600000,2023-07-11,FTMUSDT,0.2724,0.2799,0.2686,0.2722,75506293.0,20733373.0638,50649
1688947200000,2023-07-10,FTMUSDT,0.2679,0.2759,0.2572,0.2724,101622905.0,27004349.0031,64460
1688860800000,2023-07-09,FTMUSDT,0.2761,0.2804,0.267,0.2679,64434263.0,17641093.968,42331
1688774400000,2023-07-08,FTMUSDT,0.2682,0.279,0.2655,0.276,98174485.0,26748046.1768,61572
1688688000000,2023-07-07,FTMUSDT,0.2685,0.2736,0.2604,0.2682,191308148.0,51192038.1657,127481
1688601600000,2023-07-06,FTMUSDT,0.2995,0.3077,0.2681,0.2685,153757104.0,43763558.727,121237
1688515200000,2023-07-05,FTMUSDT,0.3159,0.3189,0.2947,0.2996,56694867.0,17345906.1787,57134
1688428800000,2023-07-04,FTMUSDT,0.3203,0.3236,0.3115,0.3159,57614814.0,18347874.103,44490
1688342400000,2023-07-03,FTMUSDT,0.3133,0.3241,0.3121,0.3204,66479347.0,21202023.4023,55120
1688256000000,2023-07-02,FTMUSDT,0.311,0.3144,0.299,0.3132,55917226.0,17138371.1196,50600
1688169600000,2023-07-01,FTMUSDT,0.3044,0.3113,0.2977,0.3111,54304167.0,16574990.3495,47265
1688083200000,2023-06-30,FTMUSDT,0.2993,0.3175,0.2789,0.3044,125179991.0,38052799.5655,118757
1687996800000,2023-06-29,FTMUSDT,0.296,0.3081,0.2885,0.2993,85016009.0,25374522.9883,64456
1687910400000,2023-06-28,FTMUSDT,0.3132,0.3139,0.285,0.296,68938335.0,20701900.8874,66451
1687824000000,2023-06-27,FTMUSDT,0.3055,0.3152,0.3008,0.3131,63214624.0,19541652.9828,58026
1687737600000,2023-06-26,FTMUSDT,0.3133,0.3261,0.3038,0.3056,92079225.0,29000392.6165,86327
1687651200000,2023-06-25,FTMUSDT,0.3129,0.3309,0.3106,0.3133,104323906.0,33503256.2494,89129
1687564800000,2023-06-24,FTMUSDT,0.3119,0.325,0.3005,0.3128,103317873.0,32502266.128,93242
1687478400000,2023-06-23,FTMUSDT,0.291,0.3177,0.2902,0.3119,106304130.0,32334510.0911,93135
1687392000000,2023-06-22,FTMUSDT,0.2998,0.3088,0.2895,0.2911,91000582.0,27224736.4437,72506
1687305600000,2023-06-21,FTMUSDT,0.2764,0.3065,0.2747,0.2997,144915710.0,42436251.2422,115664
1687219200000,2023-06-20,FTMUSDT,0.2646,0.2766,0.2536,0.2765,82246644.0,21755857.023,60278
1687132800000,2023-06-19,FTMUSDT,0.2633,0.2707,0.259,0.2644,60258737.0,15978265.9068,38389
1687046400000,2023-06-18,FTMUSDT,0.274,0.2754,0.2554,0.2632,64581837.0,17376527.0914,41516
1686960000000,2023-06-17,FTMUSDT,0.2679,0.281,0.2662,0.2739,70558267.0,19392173.1817,47887
1686873600000,2023-06-16,FTMUSDT,0.2593,0.2715,0.2514,0.268,71669962.0,18654143.7434,49169
1686787200000,2023-06-15,FTMUSDT,0.2545,0.263,0.2455,0.2592,90447805.0,22977790.8549,61217
1686700800000,2023-06-14,FTMUSDT,0.2605,0.2679,0.2449,0.2544,126791214.0,32787572.7167,80390
1686614400000,2023-06-13,FTMUSDT,0.2451,0.2723,0.2437,0.2606,142451390.0,36772855.2322,91322
1686528000000,2023-06-12,FTMUSDT,0.2403,0.2476,0.2315,0.245,88233478.0,21340597.3882,55513
1686441600000,2023-06-11,FTMUSDT,0.2399,0.2478,0.2347,0.2404,82283620.0,19776083.0571,56672
1686355200000,2023-06-10,FTMUSDT,0.2864,0.2868,0.2127,0.2399,197195814.0,47885843.7548,164746
1686268800000,2023-06-09,FTMUSDT,0.2958,0.2975,0.2838,0.2864,64870371.0,18912390.0604,41919
1686182400000,2023-06-08,FTMUSDT,0.292,0.3011,0.2857,0.2959,65818004.0,19329619.161,42051
1686096000000,2023-06-07,FTMUSDT,0.305,0.3066,0.2876,0.292,74738352.0,22067262.302,55090
1686009600000,2023-06-06,FTMUSDT,0.2911,0.3098,0.286,0.305,83464862.0,24758707.2641,62861
1685923200000,2023-06-05,FTMUSDT,0.3265,0.3312,0.28,0.2911,148924066.0,45507852.6661,120914
1685836800000,2023-06-04,FTMUSDT,0.3208,0.3336,0.3173,0.3266,54001114.0,17511018.9485,34993
1685750400000,2023-06-03,FTMUSDT,0.3228,0.327,0.3172,0.3209,39179111.0,12614798.5222,25966
1685664000000,2023-06-02,FTMUSDT,0.3115,0.3256,0.307,0.3229,62471161.0,19973873.5009,39070
1685577600000,2023-06-01,FTMUSDT,0.3124,0.3175,0.3061,0.3115,69569959.0,21786711.971,44016
1685491200000,2023-05-31,FTMUSDT,0.3281,0.331,0.3076,0.3124,92170085.0,29152245.7875,64946
1685404800000,2023-05-30,FTMUSDT,0.333,0.3351,0.3225,0.3281,79856951.0,26267341.497,56639
1685318400000,2023-05-29,FTMUSDT,0.3483,0.3511,0.3306,0.3329,82417361.0,27927195.4229,54583
1685232000000,2023-05-28,FTMUSDT,0.3305,0.3527,0.329,0.3483,78379724.0,26716381.838,61358
1685145600000,2023-05-27,FTMUSDT,0.3283,0.3324,0.3252,0.3306,37812166.0,12455387.0201,26265
1685059200000,2023-05-26,FTMUSDT,0.3311,0.3355,0.3266,0.3282,73410952.0,24284920.7916,46533
1684972800000,2023-05-25,FTMUSDT,0.3295,0.3364,0.3179,0.3311,103255235.0,34072449.7441,70549
1684886400000,2023-05-24,FTMUSDT,0.3643,0.3646,0.3246,0.3296,201924765.0,67989679.6739,141874
1684800000000,2023-05-23,FTMUSDT,0.3606,0.3735,0.3574,0.3644,44670344.0,16386189.9776,36171
1684713600000,2023-05-22,FTMUSDT,0.3613,0.3645,0.3535,0.3605,35480749.0,12780378.2722,31297
1684627200000,2023-05-21,FTMUSDT,0.375,0.3765,0.3575,0.3613,37367232.0,13699804.1122,33867
1684540800000,2023-05-20,FTMUSDT,0.3708,0.3761,0.3664,0.3751,24263904.0,8978491.2344,21804
1684454400000,2023-05-19,FTMUSDT,0.3708,0.3742,0.365,0.371,48146503.0,17795206.714,39168
1684368000000,2023-05-18,FTMUSDT,0.3878,0.3894,0.3644,0.3708,88550615.0,33486503.0596,60960
1684281600000,2023-05-17,FTMUSDT,0.3795,0.3942,0.3708,0.3877,114042206.0,43575138.6646,78622
1684195200000,2023-05-16,FTMUSDT,0.3826,0.386,0.3734,0.3794,48379380.0,18346227.6418,54586
1684108800000,2023-05-15,FTMUSDT,0.3699,0.3944,0.3623,0.3826,74301960.0,28425100.0268,76547
1684022400000,2023-05-14,FTMUSDT,0.3643,0.3759,0.3589,0.37,38325846.0,14117659.2053,40585
1683936000000,2023-05-13,FTMUSDT,0.3723,0.373,0.3622,0.3642,40736189.0,14955086.9388,39553
1683849600000,2023-05-12,FTMUSDT,0.3681,0.3738,0.3516,0.3723,103956521.0,37898618.5021,100864
1683763200000,2023-05-11,FTMUSDT,0.3806,0.3811,0.3579,0.368,100908675.0,37123866.3227,91988
1683676800000,2023-05-10,FTMUSDT,0.3692,0.3933,0.3555,0.3806,131899481.0,49780998.8913,127342
1683590400000,2023-05-09,FTMUSDT,0.3634,0.37,0.3585,0.3692,67710932.0,24680587.1718,58545
1683504000000,2023-05-08,FTMUSDT,0.4043,0.4069,0.348,0.3634,140080001.0,52425140.5219,141055
1683417600000,2023-05-07,FTMUSDT,0.4107,0.4142,0.4023,0.4044,37500752.0,15341919.3,42171
1683331200000,2023-05-06,FTMUSDT,0.4336,0.438,0.401,0.4109,58643868.0,24373241.7757,63431
1683244800000,2023-05-05,FTMUSDT,0.4295,0.4387,0.4144,0.4336,62386224.0,26806959.0171,69026
1683158400000,2023-05-04,FTMUSDT,0.4399,0.4453,0.426,0.4294,53745642.0,23411918.2084,57214
1683072000000,2023-05-03,FTMUSDT,0.4163,0.4457,0.4043,0.44,88401086.0,37311128.1934,95015
1682985600000,2023-05-02,FTMUSDT,0.4131,0.4206,0.4066,0.4164,47044323.0,19471264.1452,51079
1682899200000,2023-05-01,FTMUSDT,0.4228,0.427,0.4024,0.4132,64237028.0,26534457.3098,69308
1682812800000,2023-04-30,FTMUSDT,0.4304,0.4386,0.4203,0.4228,46544502.0,19971121.4029,53754
1682726400000,2023-04-29,FTMUSDT,0.4216,0.4381,0.4204,0.4303,44393722.0,19091004.2862,48064
1682640000000,2023-04-28,FTMUSDT,0.4288,0.4302,0.4116,0.4215,59182518.0,24976326.3325,59575
1682553600000,2023-04-27,FTMUSDT,0.4185,0.4373,0.4156,0.4288,96945337.0,41436151.9619,104946
1682467200000,2023-04-26,FTMUSDT,0.433,0.4543,0.3958,0.4185,165488416.0,71082019.5384,171343
1682380800000,2023-04-25,FTMUSDT,0.4186,0.4394,0.3968,0.4331,129817469.0,53372142.0433,119624
1682294400000,2023-04-24,FTMUSDT,0.428,0.4349,0.4121,0.4185,63658323.0,26917027.4321,80405
1682208000000,2023-04-23,FTMUSDT,0.4362,0.438,0.4109,0.4281,61074415.0,25999542.4307,76414
1682121600000,2023-04-22,FTMUSDT,0.423,0.439,0.419,0.4362,58949719.0,25256774.6355,69617
1682035200000,2023-04-21,FTMUSDT,0.4655,0.472,0.4184,0.423,109561399.0,48956919.8958,125254
1681948800000,2023-04-20,FTMUSDT,0.4726,0.483,0.4541,0.4655,114846122.0,53869970.868,128694
1681862400000,2023-04-19,FTMUSDT,0.533,0.5333,0.46,0.4727,145850867.0,71717920.218,168110
1681776000000,2023-04-18,FTMUSDT,0.5195,0.5464,0.507,0.533,106710528.0,56662218.7899,102011
1681689600000,2023-04-17,FTMUSDT,0.527,0.5468,0.5143,0.5194,152649317.0,80980445.1589,171668
1681603200000,2023-04-16,FTMUSDT,0.5116,0.5345,0.4996,0.527,86247120.0,44307471.0064,92986
1681516800000,2023-04-15,FTMUSDT,0.5131,0.5203,0.5032,0.5115,80604568.0,41230481.0977,89754
1681430400000,2023-04-14,FTMUSDT,0.5112,0.5306,0.4956,0.5131,136138126.0,70034741.9753,145294
1681344000000,2023-04-13,FTMUSDT,0.5013,0.526,0.4941,0.5113,131161040.0,67158175.7585,136899
1681257600000,2023-04-12,FTMUSDT,0.4935,0.5214,0.4726,0.5013,209596786.0,104587079.2962,238072
1681171200000,2023-04-11,FTMUSDT,0.4765,0.5049,0.4703,0.4937,141077315.0,68933935.0477,144709
1681084800000,2023-04-10,FTMUSDT,0.455,0.4767,0.4467,0.4764,64064040.0,29509353.2947,72898
1680998400000,2023-04-09,FTMUSDT,0.4521,0.4581,0.4408,0.4551,57729417.0,25950988.0439,56052
1680912000000,2023-04-08,FTMUSDT,0.4608,0.4713,0.4506,0.4521,56291017.0,25994902.6736,55931
1680825600000,2023-04-07,FTMUSDT,0.456,0.4672,0.4488,0.4607,99424575.0,45595232.3936,93740
1680739200000,2023-04-06,FTMUSDT,0.4675,0.4687,0.4467,0.4562,102557551.0,46753931.0084,95428
1680652800000,2023-04-05,FTMUSDT,0.4534,0.4975,0.4496,0.4675,183609479.0,86918742.7776,172990
1680566400000,2023-04-04,FTMUSDT,0.4542,0.46,0.439,0.4536,117670850.0,53034204.3073,104903
1680480000000,2023-04-03,FTMUSDT,0.4518,0.4611,0.4291,0.4543,162885217.0,72629027.0984,161395
1680393600000,2023-04-02,FTMUSDT,0.47,0.4739,0.4426,0.4518,86491414.0,39712109.2142,94602
1680307200000,2023-04-01,FTMUSDT,0.4757,0.484,0.4606,0.47,92283780.0,43382556.5345,97522
1680220800000,2023-03-31,FTMUSDT,0.45,0.4824,0.4384,0.4758,181672130.0,84106131.8615,165480
1680134400000,2023-03-30,FTMUSDT,0.4585,0.4749,0.4353,0.45,192403614.0,86755574.7137,182863
1680048000000,2023-03-29,FTMUSDT,0.4226,0.4669,0.4206,0.4584,202562180.0,91721382.9983,182845
1679961600000,2023-03-28,FTMUSDT,0.4104,0.4313,0.396,0.4226,170257560.0,70056908.9226,142821
1679875200000,2023-03-27,FTMUSDT,0.4473,0.4497,0.4055,0.4105,157087833.0,66754665.0425,151185
1679788800000,2023-03-26,FTMUSDT,0.4353,0.4544,0.4305,0.4474,94487224.0,41945847.3939,95765
1679702400000,2023-03-25,FTMUSDT,0.4585,0.4636,0.4273,0.4352,122326061.0,54580650.3585,134623
1679616000000,2023-03-24,FTMUSDT,0.4962,0.4976,0.4467,0.4584,166958478.0,78358019.3272,171059
1679529600000,2023-03-23,FTMUSDT,0.4696,0.5064,0.4597,0.4962,206750579.0,100614793.8959,218958
1679443200000,2023-03-22,FTMUSDT,0.4843,0.508,0.4471,0.4697,305775542.0,146704675.9561,349226
1679356800000,2023-03-21,FTMUSDT,0.4551,0.5032,0.4408,0.4843,207879836.0,99156351.9487,240793
1679270400000,2023-03-20,FTMUSDT,0.4903,0.513,0.449,0.4551,216801280.0,104634408.1075,267912
1679184000000,2023-03-19,FTMUSDT,0.4829,0.5306,0.4732,0.4904,212823935.0,106349574.9824,263184
1679097600000,2023-03-18,FTMUSDT,0.5077,0.5322,0.4707,0.4828,253823830.0,127724942.6011,341547
1679011200000,2023-03-17,FTMUSDT,0.4097,0.5159,0.403,0.5079,285651102.0,131727616.8668,338724
1678924800000,2023-03-16,FTMUSDT,0.3894,0.4182,0.38,0.4097,177667255.0,71366617.4565,195251
1678838400000,2023-03-15,FTMUSDT,0.4475,0.4579,0.3767,0.3894,243561102.0,101619888.7067,280298
1678752000000,2023-03-14,FTMUSDT,0.4141,0.4851,0.4069,0.4475,295282022.0,132066823.086,349878
1678665600000,2023-03-13,FTMUSDT,0.3939,0.4242,0.3667,0.414,269853223.0,106720444.8198,270679
1678579200000,2023-03-12,FTMUSDT,0.335,0.3977,0.3273,0.3941,182684088.0,64423011.1323,190008
1678492800000,2023-03-11,FTMUSDT,0.3392,0.3495,0.3092,0.3348,155936566.0,50932196.8542,162794
1678406400000,2023-03-10,FTMUSDT,0.3353,0.3431,0.3041,0.3393,249846687.0,82091258.759,224039
1678320000000,2023-03-09,FTMUSDT,0.3587,0.3784,0.3256,0.3353,238074687.0,84178986.0697,196339
1678233600000,2023-03-08,FTMUSDT,0.3986,0.4016,0.3545,0.3587,145914227.0,55220738.117,141916
1678147200000,2023-03-07,FTMUSDT,0.4169,0.4301,0.3887,0.3987,118201455.0,48147705.1518,131702
1678060800000,2023-03-06,FTMUSDT,0.3997,0.4257,0.394,0.4168,110751234.0,45355117.4899,126677
1677974400000,2023-03-05,FTMUSDT,0.4016,0.4156,0.3942,0.3997,83566285.0,33992981.462,98400
1677888000000,2023-03-04,FTMUSDT,0.4266,0.4317,0.3853,0.4015,109009743.0,44847831.9639,126500
1677801600000,2023-03-03,FTMUSDT,0.4459,0.4459,0.3905,0.4264,205023080.0,85379102.5691,207835
1677715200000,2023-03-02,FTMUSDT,0.4689,0.4717,0.4353,0.4457,90708535.0,40637621.6204,97290
1677628800000,2023-03-01,FTMUSDT,0.4284,0.4713,0.4224,0.4687,131360668.0,59647320.6584,140760
1677542400000,2023-02-28,FTMUSDT,0.4571,0.4603,0.4255,0.4285,99796352.0,44441282.2088,121575
1677456000000,2023-02-27,FTMUSDT,0.4744,0.4756,0.4472,0.457,96843706.0,44780306.5365,117343
1677369600000,2023-02-26,FTMUSDT,0.4571,0.4762,0.4533,0.4743,60073086.0,27955049.5876,81790
1677283200000,2023-02-25,FTMUSDT,0.4623,0.4684,0.4365,0.4571,69763976.0,31775685.1667,106605
1677196800000,2023-02-24,FTMUSDT,0.4909,0.505,0.4518,0.4622,120606525.0,57683767.0355,152668
1677110400000,2023-02-23,FTMUSDT,0.5081,0.5224,0.4871,0.4909,101767764.0,51200870.6218,132007
