Time,Open,High,Low,Close,Volume
2023-01-16 00:00:00,20879.67,20929.34,20832.24,20924.14,420.9258649
2023-01-16 00:15:00,20925.04,20933.12,20776.9,20809.9,447.40697541
2023-01-16 00:30:00,20813.23,20871.55,20803.43,20837.55,233.92095717
2023-01-16 00:45:00,20838.57,21005.61,20836.46,20971.43,486.37692745
2023-01-16 01:00:00,20973.45,21247.03,20916.23,21207.83,1208.56858731
2023-01-16 01:15:00,21206.35,21333.0,21018.13,21138.87,1106.13855173
2023-01-16 01:30:00,21139.16,21149.49,21057.58,21148.14,492.35976629
2023-01-16 01:45:00,21148.32,21223.61,21115.71,21188.71,574.07527056
2023-01-16 02:00:00,21189.16,21203.23,21129.16,21164.29,348.47337135
2023-01-16 02:15:00,21164.12,21437.02,21161.12,21352.43,1390.1465685
2023-01-16 02:30:00,21352.28,21378.45,21237.19,21288.8,690.52961146
2023-01-16 02:45:00,21288.81,21292.93,21207.84,21214.22,439.37059482
2023-01-16 03:00:00,21215.33,21235.18,21054.07,21116.32,724.76670821
2023-01-16 03:15:00,21119.88,21146.71,21066.83,21130.03,401.06283066
2023-01-16 03:30:00,21127.92,21162.03,21041.74,21048.05,365.07343032
2023-01-16 03:45:00,21050.2,21104.61,21037.88,21084.71,342.30840022
2023-01-16 04:00:00,21084.52,21136.85,21079.64,21117.39,285.91238398
2023-01-16 04:15:00,21117.27,21159.75,21044.6,21068.17,342.19815121
2023-01-16 04:30:00,21067.15,21149.36,21062.03,21129.67,265.56752831
2023-01-16 04:45:00,21129.55,21173.89,21123.58,21157.08,302.46576806
2023-01-16 05:00:00,21157.09,21181.5,21128.36,21178.34,262.96273463
2023-01-16 05:15:00,21178.31,21191.69,21140.98,21154.82,285.55927521
2023-01-16 05:30:00,21155.65,21216.04,21134.21,21201.54,315.13856626
2023-01-16 05:45:00,21201.54,21223.0,21172.99,21196.49,293.47561549
2023-01-16 06:00:00,21196.31,21226.17,21166.5,21194.0,311.86596575
2023-01-16 06:15:00,21191.84,21218.31,21155.0,21160.92,224.18102831
2023-01-16 06:30:00,21160.36,21201.44,21116.43,21195.99,418.47404659
2023-01-16 06:45:00,21193.76,21262.69,21116.31,21159.64,470.43604367
